,area,rooms,bathroom,parking_spaces,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),totalBRL
5131,48.0,2,1,0,400.0,950.0,36.0,14.0,7.244941546337007
5132,53.0,1,1,1,494.0,650.0,34.0,9.0,7.080026499922591
5133,96.0,3,1,1,1140.0,2800.0,0.0,36.0,8.28828304520769
5134,25.0,1,1,0,0.0,1750.0,0.0,23.0,7.480992162869525
5135,23.0,1,1,1,520.0,2300.0,59.0,30.0,7.975908360165538
5136,83.0,1,1,1,4000.0,6000.0,255.0,77.0,9.242904362849446
5137,25.0,1,1,0,50.0,700.0,0.0,10.0,6.634633357861686
5138,45.0,1,1,1,1600.0,1800.0,177.0,23.0,8.188966863648876
5139,70.0,2,2,2,500.0,1800.0,0.0,27.0,7.752764808851328
5140,80.0,1,1,0,0.0,1200.0,1.0,19.0,7.107425474110705
5141,78.0,1,1,0,420.0,2522.0,25.0,32.0,8.006367567650246
5142,45.0,1,1,0,0.0,1100.0,8.0,15.0,7.024649030453636
5143,43.0,1,1,0,1195.0,680.0,220.0,9.0,7.652070746116482
5144,250.0,5,4,5,2300.0,2800.0,800.0,36.0,8.688959234270676
5145,350.0,5,6,6,7000.0,15000.0,417.0,191.0,10.026191792511579
5146,190.0,4,4,2,900.0,3200.0,192.0,15.0,8.36822903827628
5147,117.0,3,4,4,1500.0,2700.0,50.0,35.0,8.363109176033522
5148,75.0,2,1,1,379.0,580.0,69.0,8.0,6.9440872082295275
5149,113.0,4,2,2,1600.0,4900.0,489.0,66.0,8.861633597686627
5150,46.0,1,1,1,380.0,650.0,16.0,10.0,6.963189985870238
5151,100.0,3,2,1,0.0,3500.0,98.0,53.0,8.20303024171486
5152,35.0,1,1,0,0.0,500.0,0.0,8.0,6.2324480165505225
5153,300.0,4,5,1,3700.0,8550.0,400.0,109.0,9.454148923733976
5154,57.0,2,1,1,370.0,1000.0,36.0,13.0,7.258412150595307
5155,35.0,1,1,0,285.0,1600.0,32.0,21.0,7.569927655242652
5156,110.0,3,2,2,1050.0,2750.0,92.0,36.0,8.27614021955846
5157,106.0,2,3,2,1109.0,3980.0,209.0,51.0,8.584851839890053
5158,120.0,3,3,1,1260.0,3500.0,147.0,46.0,8.507950610049305
5159,40.0,1,1,0,0.0,2000.0,0.0,30.0,7.616283561580385
5160,97.0,3,1,0,390.0,2080.0,100.0,27.0,7.862497197230545
5161,160.0,3,1,2,0.0,2800.0,151.0,43.0,8.00469951054955
5162,80.0,4,4,3,3450.0,6000.0,0.0,77.0,9.161990111035136
5163,297.0,4,5,5,3182.0,11700.0,2482.0,149.0,9.7705845338719
5164,400.0,5,4,6,0.0,6500.0,0.0,98.0,8.794673401383422
5165,90.0,3,1,0,250.0,1500.0,140.0,20.0,7.555381944240273
5166,93.0,3,3,1,1307.0,2990.0,235.0,39.0,8.427706024914702
5167,37.0,1,1,1,658.0,2700.0,145.0,35.0,8.171599480345463
5168,300.0,4,2,2,3000.0,6500.0,1091.0,83.0,9.275285060616564
5169,217.0,3,4,3,3400.0,1900.0,917.0,25.0,8.739216115061744
5170,77.0,3,2,2,830.0,6200.0,205.0,79.0,8.897682313454224
5171,150.0,3,4,3,2200.0,7500.0,622.0,54.0,9.247732491193245
5172,60.0,2,1,0,453.0,1654.0,0.0,21.0,7.663407664893479
5173,140.0,3,2,1,1141.0,2900.0,148.0,37.0,8.34924780056679
5174,96.0,3,2,1,200.0,2000.0,95.0,27.0,7.750614732770409
5175,55.0,1,1,1,577.0,5600.0,80.0,71.0,8.752897524775305
5176,170.0,3,2,2,0.0,4200.0,309.0,64.0,8.428143374582726
5177,70.0,2,2,1,1000.0,1400.0,211.0,19.0,7.875119281040293
5178,400.0,10,9,8,0.0,8330.0,550.0,126.0,9.105757331783742
5179,209.0,4,4,4,2140.0,7300.0,587.0,98.0,9.223355309053677
5180,91.0,2,2,2,4495.0,5500.0,637.0,71.0,9.278092474027002
5181,328.0,3,4,4,1382.0,6000.0,800.0,77.0,9.019179866515024
5182,92.0,3,3,2,300.0,1600.0,112.0,22.0,7.618251097876695
5183,50.0,2,1,1,830.0,1650.0,0.0,22.0,7.8252452914317745
5184,85.0,2,1,0,470.0,2800.0,217.0,43.0,8.169336395928386
5185,72.0,2,2,0,700.0,3000.0,1.0,39.0,8.227108234348146
5186,140.0,4,2,1,1600.0,3900.0,350.0,51.0,8.683046555502886
5187,70.0,2,2,1,390.0,1500.0,80.0,20.0,7.596392304064196
5188,130.0,3,3,3,2200.0,3500.0,348.0,45.0,8.715059959545654
5189,387.0,4,6,6,4246.0,6647.0,2235.0,85.0,9.488805094878353
5190,126.0,3,3,2,780.0,3600.0,167.0,46.0,8.432506383249043
5191,104.0,3,2,2,1040.0,3800.0,0.0,49.0,8.494947582468917
5192,550.0,4,4,4,0.0,14000.0,1334.0,211.0,9.651880224221337
5193,51.0,1,1,0,367.0,1950.0,84.0,25.0,7.794411205726601
5194,140.0,4,3,3,1200.0,3400.0,250.0,46.0,8.496378051702317
5195,90.0,2,1,1,1000.0,3000.0,50.0,39.0,8.316300249036848
5196,70.0,2,2,2,550.0,1750.0,209.0,23.0,7.837159650001675
5197,140.0,3,2,1,1600.0,4000.0,271.0,52.0,8.68676717538769
5198,20.0,1,1,0,375.0,1250.0,30.0,17.0,7.422373700986824
5199,365.0,3,5,2,1950.0,8500.0,899.0,108.0,9.346705246496699
5200,200.0,2,3,2,1800.0,12750.0,500.0,187.0,9.63174444388585
5201,40.0,1,1,0,185.0,850.0,41.0,13.0,6.993932975223189
5202,66.0,1,1,1,900.0,5000.0,62.0,64.0,8.704004653483045
5203,161.0,1,2,2,2162.0,7000.0,54.0,89.0,9.138414632404594
5204,75.0,2,1,0,915.0,2350.0,80.0,31.0,8.124743020385568
5205,110.0,3,1,2,0.0,1900.0,64.0,29.0,7.597897950521784
5206,82.0,2,1,1,300.0,600.0,105.0,8.0,6.921658184151129
5207,23.0,1,1,0,430.0,1800.0,0.0,23.0,7.720461694599722
5208,65.0,3,2,1,512.0,1740.0,135.0,23.0,7.787796878181171
5209,40.0,1,1,0,0.0,816.0,0.0,15.0,6.723832440821209
5210,129.0,3,2,2,1411.0,3310.0,235.0,42.0,8.51699317141357
5211,114.0,1,1,1,987.0,2800.0,208.0,36.0,8.302017809751204
5212,200.0,2,2,2,1.0,3000.0,167.0,46.0,8.07558263667172
5213,101.0,3,2,2,541.0,4200.0,142.0,62.0,8.506334448081361
5214,50.0,2,1,0,0.0,950.0,50.0,16.0,6.92461239604856
5215,400.0,4,3,2,0.0,8000.0,1417.0,121.0,9.163143937145207
5216,71.0,2,1,1,785.0,2559.0,0.0,32.0,8.124743020385568
5217,72.0,2,1,0,100.0,900.0,42.0,14.0,6.963189985870238
5218,250.0,4,4,3,4341.0,8000.0,888.0,102.0,9.497847429113676
5219,50.0,2,1,1,0.0,1000.0,0.0,13.0,6.921658184151129
5220,180.0,3,2,1,1060.0,2200.0,201.0,28.0,8.157657015196472
5221,31.0,1,1,0,250.0,586.0,28.0,9.0,6.773080375655535
5222,86.0,2,1,0,730.0,1650.0,60.0,22.0,7.809135398120538
5223,200.0,4,3,2,1164.0,4000.0,378.0,54.0,8.62998601889136
5224,130.0,3,2,1,1550.0,5500.0,300.0,70.0,8.912069097970134
5225,38.0,1,1,0,330.0,1800.0,42.0,27.0,7.696212639346407
5226,20.0,1,1,0,0.0,1950.0,0.0,25.0,7.588829878307813
5227,140.0,3,2,2,1300.0,3200.0,167.0,47.0,8.458504195067558
5228,40.0,1,1,0,250.0,930.0,21.0,14.0,7.103322062526113
5229,65.0,2,2,1,956.0,3800.0,7.0,50.0,8.479283618343016
5230,300.0,5,3,3,0.0,8500.0,234.0,140.0,9.090993614343617
5231,30.0,1,1,0,250.0,650.0,30.0,10.0,6.846943139585379
5232,41.0,1,1,0,350.0,1760.0,45.0,23.0,7.68662133494462
5233,98.0,3,2,1,325.0,1400.0,116.0,19.0,7.528869256642251
5234,50.0,1,1,0,430.0,702.0,20.0,9.0,7.057897937411856
5235,68.0,2,2,2,1365.0,3900.0,9.0,52.0,8.580543506917
5236,193.0,3,3,3,3100.0,6500.0,834.0,83.0,9.261128538808288
5237,32.0,1,1,1,350.0,1880.0,0.0,24.0,7.720905251936779
5238,36.0,1,1,0,435.0,1300.0,0.0,17.0,7.469083884921234
5239,167.0,3,1,0,0.0,1500.0,0.0,23.0,7.329093736246592
5240,25.0,1,1,0,400.0,2006.0,67.0,26.0,7.824046010856292
5241,55.0,2,2,1,500.0,1330.0,30.0,18.0,7.538494999413465
5242,50.0,2,1,1,295.0,1500.0,47.0,20.0,7.529943370601589
5243,125.0,2,4,1,3000.0,6500.0,500.0,84.0,9.218407743053941
5244,85.0,3,2,2,700.0,3400.0,100.0,50.0,8.35490952835879
5245,170.0,2,2,0,800.0,2700.0,184.0,40.0,8.22282213081366
5246,300.0,5,6,2,0.0,8000.0,800.0,121.0,9.09627541568821
5247,23.0,1,1,1,600.0,2800.0,99.0,36.0,8.170751423757535
5248,160.0,2,4,2,1500.0,7000.0,167.0,103.0,9.079206103951382
5249,210.0,3,5,4,2660.0,7200.0,169.0,96.0,9.223355309053677
5250,120.0,3,3,2,0.0,4200.0,359.0,64.0,8.439015410352214
5251,406.0,3,4,2,3200.0,15000.0,1167.0,194.0,9.881293067026359
5252,63.0,2,1,1,352.0,1750.0,90.0,23.0,7.703459047867175
5253,127.0,3,4,2,1227.0,3500.0,250.0,45.0,8.521782643750045
5254,90.0,3,2,2,3160.0,5000.0,384.0,64.0,9.060563446657955
5255,373.0,4,5,7,0.0,11500.0,522.0,189.0,9.410092463833022
5256,60.0,2,1,1,300.0,1300.0,53.0,17.0,7.421177528595393
5257,650.0,4,6,5,0.0,10000.0,834.0,151.0,9.3048320350689
5258,250.0,3,3,2,2750.0,5500.0,792.0,70.0,9.117457244496126
5259,318.0,4,2,2,0.0,4500.0,179.0,74.0,8.46674164792014
5260,22.0,1,1,0,0.0,976.0,0.0,15.0,6.899723107284872
5261,64.0,2,1,0,950.0,2700.0,250.0,35.0,8.277920258172143
5262,172.0,4,5,3,2655.0,5500.0,943.0,70.0,9.1235835080499
5263,108.0,3,3,2,1265.0,2200.0,253.0,28.0,8.228710798793687
5264,31.0,1,1,1,520.0,2700.0,83.0,35.0,8.113426639943654
5265,90.0,2,1,2,311.0,1800.0,121.0,24.0,7.721791776817535
5266,81.0,2,1,0,1050.0,2650.0,300.0,35.0,8.3030093814735
5267,80.0,2,1,1,660.0,1900.0,50.0,25.0,7.877017895622398
5268,243.0,3,2,1,1840.0,8000.0,450.0,102.0,9.248695325852646
5269,67.0,2,1,0,1700.0,6600.0,249.0,86.0,9.063694791634697
5270,160.0,3,1,1,0.0,3000.0,298.0,46.0,8.11522197256233
5271,67.0,2,1,1,300.0,1200.0,284.0,18.0,7.497207223203318
5272,90.0,3,2,3,1018.0,1500.0,201.0,20.0,7.9157131993821155
5273,186.0,4,4,3,1900.0,5600.0,584.0,71.0,9.006509131694346
5274,15.0,1,1,0,0.0,700.0,0.0,10.0,6.566672429803241
5275,62.0,2,2,2,570.0,1390.0,60.0,21.0,7.621684998724611
5276,215.0,4,6,3,2100.0,5700.0,959.0,73.0,9.086249986745132
5277,28.0,1,1,0,255.0,1764.0,0.0,23.0,7.622174594817622
5278,240.0,4,5,3,3500.0,15000.0,1250.0,191.0,9.900533192709691
5279,70.0,2,2,1,2274.0,2980.0,437.0,38.0,8.653470809708786
5280,145.0,2,2,2,2530.0,7630.0,538.0,97.0,9.287394001418473
5281,47.0,1,1,1,400.0,2200.0,0.0,33.0,7.876258882303226
5282,62.0,2,2,1,749.0,2500.0,45.0,32.0,8.109826276018477
5283,270.0,4,5,6,0.0,8000.0,317.0,132.0,9.041921720351219
5284,266.0,3,5,1,2075.0,4320.0,391.0,55.0,8.830835365537549
5285,109.0,1,1,2,1750.0,11500.0,479.0,146.0,9.53827627757511
5286,24.0,1,1,0,450.0,2020.0,0.0,26.0,7.822845290279774
5287,80.0,3,2,2,560.0,2500.0,250.0,32.0,8.114623886420098
5288,500.0,4,8,4,0.0,14000.0,917.0,211.0,9.62450089845157
5289,150.0,3,1,1,1172.0,4800.0,294.0,61.0,8.75273950944749
5290,110.0,2,2,2,290.0,1346.0,88.0,10.0,7.45876269238096
5291,110.0,2,3,2,2000.0,11500.0,502.0,146.0,9.557540571952371
5292,77.0,3,1,2,953.0,3500.0,230.0,45.0,8.461469042643875
5293,850.0,5,7,8,14000.0,4000.0,0.0,51.0,9.800956363888462
5294,58.0,1,1,1,530.0,1200.0,0.0,16.0,7.465655310134056
5295,145.0,3,3,1,2860.0,6600.0,555.0,84.0,9.220389707829185
5296,42.0,1,1,1,415.0,1200.0,54.0,18.0,7.431299675155903
5297,62.0,2,1,1,470.0,1150.0,70.0,17.0,7.443078374348516
5298,65.0,2,1,0,0.0,1500.0,24.0,23.0,7.344719054149673
5299,33.0,1,1,1,479.0,3000.0,125.0,39.0,8.200837258379849
5300,140.0,3,5,2,0.0,3900.0,250.0,59.0,8.345217926676428
5301,326.0,3,2,3,350.0,3900.0,2760.0,70.0,8.865170419651774
5302,70.0,2,2,1,1000.0,2500.0,67.0,33.0,8.188966863648876
5303,25.0,1,1,0,250.0,1112.0,0.0,7.0,7.222566018822171
5304,67.0,2,2,2,618.0,2372.0,0.0,8.0,8.00603417874901
5305,50.0,1,1,0,473.0,550.0,14.0,7.0,6.951772164398911
5306,215.0,3,4,4,2859.0,6000.0,865.0,77.0,9.190341725469493
5307,55.0,2,1,1,480.0,750.0,66.0,10.0,7.175489713624222
5308,264.0,3,4,3,3300.0,6770.0,0.0,86.0,9.22631214148588
5309,270.0,4,2,1,1800.0,7500.0,750.0,97.0,9.225327501784431
5310,40.0,1,1,1,1300.0,4860.0,154.0,62.0,8.760453046315272
5311,90.0,2,2,0,180.0,1800.0,375.0,23.0,7.774435510302958
5312,50.0,2,2,1,850.0,950.0,59.0,13.0,7.5352967024440884
5313,68.0,2,2,2,1500.0,6600.0,0.0,84.0,9.010058489805235
5314,41.0,1,1,0,450.0,2470.0,0.0,32.0,7.990576881743923
5315,420.0,3,5,5,0.0,8200.0,1084.0,124.0,9.149421957006766
5316,150.0,3,2,1,0.0,2500.0,0.0,38.0,7.839525581704678
5317,220.0,4,5,3,3000.0,7800.0,1000.0,99.0,9.38437770918244
5318,113.0,2,2,1,1000.0,3000.0,50.0,39.0,8.316300249036848
5319,268.0,4,4,4,3317.0,6000.0,899.0,77.0,9.239025005836092
5320,74.0,3,1,1,380.0,1090.0,42.0,16.0,7.332369205929062
5321,53.0,2,1,1,550.0,2400.0,21.0,31.0,8.00736706798333
5322,64.0,1,1,1,398.0,1200.0,48.0,18.0,7.417580402414544
5323,45.0,1,1,1,400.0,2550.0,120.0,38.0,8.042056410058754
5324,120.0,3,3,2,400.0,1850.0,0.0,24.0,7.729735331385051
5325,167.0,3,3,4,1814.0,5500.0,807.0,70.0,9.010913347279288
5326,250.0,4,2,1,0.0,2700.0,209.0,48.0,7.992268643270745
5327,28.0,1,1,1,550.0,1100.0,0.0,15.0,7.418180822726788
5328,135.0,2,3,1,2745.0,8000.0,650.0,102.0,9.350189267092581
5329,42.0,1,1,0,250.0,1250.0,25.0,19.0,7.3427791893318455
5330,156.0,4,4,2,250.0,3500.0,248.0,47.0,8.305484017727691
5331,300.0,4,5,5,3500.0,1990.0,10830.0,26.0,9.702044336534586
5332,150.0,4,2,3,600.0,3500.0,380.0,47.0,8.41803561988302
5333,54.0,2,2,1,400.0,1927.0,100.0,12.0,7.799753318287247
5334,38.0,1,1,0,700.0,1650.0,0.0,25.0,7.773173680482536
5335,474.0,5,5,7,0.0,15000.0,990.0,246.0,9.695294188174604
5336,450.0,5,4,3,0.0,12000.0,1201.0,181.0,9.50159106930499
5337,343.0,4,3,4,0.0,7000.0,320.0,115.0,8.914088348841334
5338,180.0,3,2,4,0.0,3000.0,0.0,46.0,8.021912778985708
5339,100.0,2,2,2,0.0,2000.0,0.0,31.0,7.616775808698373
5340,102.0,2,3,2,0.0,2500.0,0.0,38.0,7.839525581704678
5341,470.0,4,5,3,3772.0,6580.0,1650.0,85.0,9.400216653174247
5342,140.0,3,3,1,2285.0,2820.0,343.0,37.0,8.60995467149755
5343,380.0,4,1,0,0.0,2890.0,150.0,25.0,8.028129059431759
5344,140.0,2,2,1,252.0,3000.0,150.0,44.0,8.145259566516865
5345,520.0,3,4,3,0.0,7000.0,645.0,106.0,8.955706153570603
5346,130.0,3,2,3,0.0,7450.0,167.0,112.0,8.952864141581468
5347,49.0,1,1,1,700.0,2985.0,0.0,38.0,8.253227645581772
5348,28.0,1,1,0,609.0,1099.0,0.0,15.0,7.452402451223638
5349,58.0,2,1,1,472.0,870.0,75.0,12.0,7.265429723253953
5350,32.0,1,1,1,480.0,2150.0,0.0,28.0,7.88570539124302
5351,48.0,2,1,1,300.0,2000.0,26.0,26.0,7.763446388727362
5352,30.0,1,1,0,370.0,1830.0,0.0,24.0,7.707512194600341
5353,26.0,1,1,0,188.0,2650.0,55.0,34.0,7.982074875081202
5354,65.0,2,1,0,450.0,1285.0,93.0,17.0,7.520776415062797
5355,98.0,3,2,2,410.0,2290.0,25.0,35.0,7.923348211930154
5356,234.0,3,4,4,3746.0,5000.0,1210.0,64.0,9.212438170058329
5357,59.0,2,1,1,430.0,1190.0,47.0,16.0,7.428927194802272
5358,97.0,2,3,1,760.0,6500.0,120.0,83.0,8.91784674252718
5359,65.0,2,2,1,490.0,1100.0,70.0,15.0,7.424165281042028
5360,42.0,1,1,1,500.0,2300.0,42.0,34.0,7.964503363551548
5361,94.0,3,2,1,1733.0,3300.0,192.0,43.0,8.569595870209286
5362,147.0,4,2,3,850.0,4700.0,330.0,63.0,8.690137586397595
5363,73.0,3,2,2,550.0,2520.0,192.0,32.0,8.100161446936607
5364,40.0,1,1,0,2000.0,2200.0,35.0,29.0,8.35819745992578
5365,350.0,3,5,5,0.0,3080.0,200.0,47.0,8.1101268019411
5366,384.0,3,3,4,0.0,11400.0,1142.0,172.0,9.450223039294668
5367,48.0,1,1,2,2300.0,7000.0,245.0,89.0,9.173157580848466
5368,96.0,3,2,1,1100.0,2500.0,165.0,33.0,8.242493153187626
5369,55.0,2,1,0,350.0,1125.0,25.0,17.0,7.325148957955575
5370,330.0,4,4,3,0.0,6994.0,403.0,125.0,8.925720273560222
5371,49.0,1,1,0,330.0,900.0,24.0,14.0,7.1459844677143876
5372,170.0,3,2,1,900.0,3500.0,0.0,46.0,8.399984990510696
5373,243.0,2,3,2,0.0,4619.0,559.0,70.0,8.5657928612523
5374,216.0,4,4,3,3100.0,8980.0,0.0,114.0,9.408453253565146
5375,60.0,2,1,1,440.0,800.0,58.0,11.0,7.177782416195197
5376,200.0,3,4,2,0.0,2500.0,500.0,38.0,8.019283792916793
5377,48.0,1,1,0,309.0,700.0,28.0,11.0,6.955592608396297
5378,130.0,3,2,6,0.0,2200.0,182.0,34.0,7.790282380703483
5379,55.0,2,1,1,647.0,1080.0,185.0,14.0,7.563719668414366
5380,200.0,4,3,2,0.0,5628.0,575.0,85.0,8.746557354543503
5381,101.0,3,2,2,632.0,2200.0,119.0,28.0,7.9996785794994505
5382,20.0,1,1,0,435.0,1650.0,59.0,21.0,7.680637427560936
5383,97.0,3,3,2,1058.0,2500.0,275.0,32.0,8.259975659768276
5384,83.0,2,2,1,782.0,4800.0,174.0,61.0,8.668711839055147
5385,47.0,1,1,1,360.0,610.0,6.0,9.0,6.893656354602635
5386,110.0,2,2,1,1285.0,4348.0,196.0,56.0,8.680331928793418
5387,140.0,4,4,2,670.0,3100.0,153.0,40.0,8.285008895449879
5388,242.0,3,4,3,2100.0,7000.0,250.0,89.0,9.152711259139547
5389,35.0,1,1,0,270.0,1300.0,0.0,17.0,7.370230641807081
5390,100.0,2,2,0,670.0,4700.0,375.0,61.0,8.66681936537205
5391,134.0,3,3,1,1200.0,3500.0,200.0,45.0,8.506334448081361
5392,50.0,2,1,1,0.0,1000.0,35.0,18.0,6.960347729101308
5393,67.0,3,1,1,447.0,1200.0,26.0,16.0,7.432483807917119
5394,150.0,2,3,0,0.0,4000.0,124.0,61.0,8.339500903005945
5395,174.0,3,4,3,2200.0,13500.0,814.0,172.0,9.722624930978418
5396,120.0,3,3,1,0.0,2800.0,75.0,43.0,7.978996370854115
5397,90.0,4,2,0,0.0,1700.0,152.0,31.0,7.5411524551363085
5398,16.0,1,1,0,0.0,850.0,30.0,11.0,6.79346613258001
5399,110.0,3,1,1,830.0,1200.0,25.0,5.0,7.630946580890459
5400,277.0,2,3,4,5295.0,13000.0,1550.0,165.0,9.904037401341563
5401,79.0,3,1,1,700.0,1405.0,0.0,18.0,7.66105638236183
5402,180.0,4,3,2,970.0,3260.0,390.0,44.0,8.447843113281444
5403,300.0,3,3,2,2600.0,7650.0,500.0,97.0,9.292012520620208
5404,270.0,2,3,4,0.0,3270.0,169.0,50.0,8.157657015196472
5405,25.0,1,1,0,100.0,790.0,13.0,12.0,6.82001636467413
5406,78.0,1,1,1,574.0,3850.0,225.0,49.0,8.455104999102815
5407,82.0,2,2,1,1500.0,2450.0,192.0,32.0,8.336869637284956
5408,55.0,2,1,2,160.0,1100.0,0.0,15.0,7.151485463904735
5409,420.0,4,5,4,0.0,10000.0,667.0,151.0,9.289243969571649
5410,115.0,2,3,2,687.0,3500.0,220.0,45.0,8.401333305321703
5411,45.0,2,1,1,0.0,1000.0,0.0,14.0,6.922643891475888
5412,47.0,3,1,1,300.0,1420.0,0.0,18.0,7.461065514354283
5413,250.0,3,3,2,1600.0,2500.0,300.0,32.0,8.396831834745054
5414,95.0,3,2,1,1602.0,5000.0,36.0,65.0,8.810459642161918
5415,54.0,2,2,1,829.0,700.0,142.0,10.0,7.427738840532894
5416,200.0,3,2,2,0.0,12000.0,369.0,197.0,9.43914785291483
5417,380.0,3,3,5,0.0,10900.0,1713.0,164.0,9.455714972131714
5418,60.0,2,2,0,1300.0,4000.0,1.0,52.0,8.585599224080298
5419,300.0,3,3,2,0.0,6000.0,197.0,91.0,8.746557354543503
5420,75.0,3,1,1,160.0,1100.0,80.0,15.0,7.212294468500341
5421,32.0,1,1,1,197.0,1500.0,126.0,20.0,7.519692404116539
5422,24.0,1,1,0,206.0,1400.0,21.0,19.0,7.4067107301776405
5423,49.0,1,1,1,486.0,3200.0,0.0,13.0,8.216088098632316
5424,50.0,2,1,0,488.0,1400.0,41.0,21.0,7.576097340623111
5425,40.0,1,1,0,600.0,2200.0,61.0,29.0,7.969357742016346
5426,30.0,1,1,1,1900.0,2000.0,150.0,26.0,8.313116702819253
5427,70.0,2,1,1,300.0,1100.0,14.0,14.0,7.264730177929867
5428,146.0,2,1,1,730.0,1620.0,128.0,21.0,7.824046010856292
5429,120.0,2,2,0,1200.0,4750.0,389.0,62.0,8.764365720529808
5430,67.0,3,1,1,351.0,890.0,40.0,12.0,7.165493475060845
5431,347.0,4,4,3,2700.0,9000.0,589.0,120.0,9.426338455129521
5432,80.0,2,2,1,0.0,1705.0,61.0,14.0,7.484930283289661
5433,40.0,2,1,0,526.0,2500.0,129.0,32.0,8.067149039910106
5434,44.0,2,1,1,192.0,1020.0,0.0,13.0,7.111512116496157
5435,80.0,2,1,0,563.0,2200.0,59.0,28.0,7.955425088912672
5436,106.0,3,3,1,800.0,3000.0,230.0,44.0,8.312626025674962
5437,137.0,3,4,2,1176.0,3800.0,257.0,49.0,8.572249397164315
5438,248.0,3,4,4,0.0,9000.0,1531.0,136.0,9.275285060616564
5439,350.0,4,3,2,0.0,13500.0,1006.0,203.0,9.596350792250211
5440,90.0,2,1,2,717.0,2800.0,13.0,37.0,8.1797604936999
5441,16.0,1,1,0,0.0,1420.0,0.0,18.0,7.271703706887368
5442,108.0,3,3,2,1200.0,3400.0,334.0,44.0,8.512984346642183
5443,120.0,3,2,1,992.0,2414.0,223.0,32.0,8.205764725234456
5444,54.0,2,1,1,320.0,1800.0,72.0,23.0,7.703459047867175
5445,190.0,1,2,10,0.0,3900.0,34.0,59.0,8.29254851397576
5446,100.0,3,3,1,300.0,1800.0,105.0,24.0,7.709756864454165
5447,120.0,3,2,1,1083.0,2100.0,179.0,28.0,8.128880142125638
5448,40.0,1,1,1,915.0,5000.0,115.0,36.0,8.710619527942297
5449,185.0,2,2,2,0.0,1850.0,59.0,28.0,7.569411792450712
5450,50.0,1,1,0,2300.0,2300.0,0.0,30.0,8.440528106480752
5451,233.0,3,6,5,0.0,6000.0,506.0,91.0,8.794521851788527
5452,47.0,2,2,2,520.0,2611.0,24.0,34.0,8.06777619577889
5453,49.0,1,1,0,443.0,4100.0,89.0,52.0,8.452121194672523
5454,76.0,3,2,2,250.0,2100.0,0.0,31.0,7.775695749915245
5455,60.0,2,1,0,650.0,1300.0,0.0,17.0,7.584773077612199
5456,200.0,4,5,3,2600.0,4500.0,834.0,58.0,8.98632143762602
5457,200.0,3,4,2,1730.0,5000.0,306.0,65.0,8.868131713503033
5458,184.0,3,3,2,1100.0,5445.0,264.0,80.0,8.837826364007704
5459,117.0,3,4,2,1350.0,6100.0,490.0,78.0,8.989569004807029
5460,80.0,3,1,0,0.0,1250.0,0.0,23.0,7.149916836132109
5461,60.0,2,2,1,700.0,2000.0,67.0,26.0,7.935229539816907
5462,140.0,3,2,1,0.0,8200.0,0.0,124.0,9.027018314848645
5463,55.0,1,1,0,645.0,1500.0,60.0,20.0,7.70796153183549
5464,131.0,3,2,1,1685.0,4200.0,197.0,54.0,8.722091302389098
5465,142.0,3,4,3,1305.0,5000.0,414.0,64.0,8.822322177471738
5466,35.0,1,1,1,392.0,1100.0,13.0,14.0,7.326465613840322
5467,40.0,1,1,0,135.0,890.0,21.0,13.0,6.966024187106113
5468,57.0,1,1,0,300.0,6000.0,17.0,77.0,8.763271714012943
5469,30.0,1,1,0,270.0,890.0,34.0,13.0,7.0967213784947605
5470,800.0,5,7,5,0.0,15000.0,334.0,229.0,9.65252306301951
5471,250.0,2,2,0,0.0,4000.0,335.0,72.0,8.391176350832751
5472,37.0,1,1,1,500.0,1500.0,150.0,20.0,7.682943169878292
5473,240.0,4,5,3,2800.0,10000.0,962.0,134.0,9.539716058977092
5474,95.0,3,2,1,702.0,1650.0,76.0,22.0,7.804251383528112
5475,30.0,1,1,0,590.0,980.0,0.0,13.0,7.367708572374371
5476,380.0,7,7,6,0.0,5800.0,417.0,88.0,8.749256840105007
5477,50.0,2,1,0,515.0,1900.0,42.0,25.0,7.817222785508166
5478,32.0,1,1,1,465.0,900.0,0.0,12.0,7.228388451573604
5479,104.0,3,3,2,1300.0,6000.0,0.0,77.0,8.906257878156621
5480,31.0,1,1,0,330.0,1575.0,0.0,20.0,7.563200592358071
5481,700.0,4,5,2,3000.0,8000.0,402.0,102.0,9.350189267092581
5482,138.0,3,3,0,1000.0,7000.0,84.0,89.0,9.008713664124222
5483,77.0,2,1,1,980.0,4500.0,18.0,58.0,8.622813673279921
5484,35.0,1,1,0,250.0,1305.0,0.0,17.0,7.360739903058278
5485,216.0,4,3,4,1883.0,3500.0,659.0,45.0,8.714074899541522
5486,60.0,2,1,1,314.0,1000.0,0.0,13.0,7.191429330036379
5487,115.0,3,2,2,0.0,3000.0,71.0,50.0,8.046229101075378
5488,222.0,4,3,4,0.0,3000.0,153.0,50.0,8.07215530818825
5489,84.0,3,2,1,1500.0,2600.0,420.0,34.0,8.423980809694058
5490,156.0,3,3,1,1600.0,4150.0,0.0,53.0,8.666302614004078
5491,34.0,1,1,0,0.0,1050.0,50.0,16.0,7.018401799069201
5492,60.0,2,1,1,350.0,1150.0,50.0,17.0,7.357556200910353
5493,50.0,2,2,1,270.0,1300.0,34.0,19.0,7.392647520721623
