,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,medianhousevalue
7569,2.7212,40,2538.0,564.0,2170.0,541.0,33.89,-118.2,11.588969419043872
7570,4.3646,42,1254.0,225.0,929.0,235.0,33.89,-118.21,11.663076729214897
7571,2.7443,39,1565.0,364.0,1389.0,360.0,33.89,-118.21,11.643084929027989
7572,2.2125,42,1739.0,370.0,1104.0,297.0,33.89,-118.21,11.701071692055445
7573,3.1189,43,1810.0,357.0,1335.0,358.0,33.9,-118.21,11.685205103383671
7574,3.4792,45,1211.0,234.0,1128.0,261.0,33.89,-118.21,11.614588152079595
7575,3.4485,38,929.0,166.0,686.0,183.0,33.88,-118.21,11.690242855114947
7576,2.1782,29,1976.0,444.0,1254.0,371.0,33.88,-118.21,11.750374207389497
7577,2.1211,26,266.0,75.0,252.0,59.0,33.89,-118.22,11.835740580500783
7578,2.125,41,990.0,228.0,776.0,207.0,33.89,-118.22,11.696920620516192
7579,2.7434,37,797.0,190.0,485.0,166.0,33.89,-118.22,11.46374572492597
7580,2.25,36,873.0,240.0,1086.0,217.0,33.89,-118.22,11.748795687555171
7581,2.1389,16,5003.0,1180.0,4145.0,1159.0,33.89,-118.23,11.801114908687438
7582,2.6165,34,1479.0,332.0,1166.0,322.0,33.89,-118.24,11.521895117095363
7583,2.7426,27,500.0,159.0,732.0,162.0,33.91,-118.22,11.54346436927906
7584,1.9423,22,312.0,107.0,583.0,119.0,33.9,-118.22,11.496806245590331
7585,2.3542,40,1802.0,496.0,2096.0,468.0,33.9,-118.22,11.49171204297103
7586,1.8095,31,2143.0,522.0,2276.0,519.0,33.9,-118.23,11.520903555205116
7587,1.641,34,2462.0,553.0,2334.0,502.0,33.9,-118.23,11.480412603789821
7588,2.4706,28,1108.0,284.0,1498.0,289.0,33.9,-118.23,11.394153190178114
7589,3.4107,45,1285.0,238.0,840.0,211.0,33.9,-118.23,11.630717389475995
7590,2.3382,38,2055.0,442.0,1518.0,425.0,33.9,-118.24,11.542493975902508
7591,2.375,35,1079.0,247.0,1055.0,243.0,33.9,-118.24,11.446796346169297
7592,1.2083,39,642.0,129.0,475.0,123.0,33.9,-118.24,11.43605521971203
7593,1.9605,37,2119.0,442.0,1372.0,406.0,33.9,-118.25,11.5730888039415
7594,2.8269,40,1308.0,272.0,901.0,257.0,33.9,-118.24,11.49273296168228
7595,3.3804,38,1201.0,223.0,733.0,206.0,33.9,-118.25,11.569315250157509
7596,2.4537,35,1582.0,391.0,1957.0,404.0,33.89,-118.25,11.424105180165641
7597,2.1838,32,1132.0,266.0,1211.0,279.0,33.89,-118.24,11.495789479023493
7598,2.4632,41,1476.0,286.0,1086.0,278.0,33.89,-118.25,11.623580937568695
7599,3.9,36,406.0,71.0,268.0,77.0,33.89,-118.25,11.659628479662329
7600,2.6812,34,1367.0,288.0,1183.0,286.0,33.89,-118.25,11.553116860704856
7601,2.8493,36,2230.0,417.0,1395.0,381.0,33.89,-118.26,11.604601777542019
7602,3.5687,36,923.0,165.0,603.0,191.0,33.89,-118.26,11.701071692055445
7603,2.4821,37,1843.0,366.0,1207.0,351.0,33.88,-118.24,11.6172944892629
7604,2.2121,37,1027.0,217.0,1042.0,254.0,33.88,-118.25,11.498836682527127
7605,2.9643,37,1042.0,213.0,699.0,196.0,33.89,-118.25,11.544433821905134
7606,3.3095,36,1527.0,309.0,1154.0,279.0,33.89,-118.25,11.566475710526321
7607,3.2375,39,1756.0,320.0,1055.0,322.0,33.88,-118.26,11.56362808494399
7608,3.0972,40,519.0,102.0,330.0,95.0,33.88,-118.26,11.59451466851004
7609,5.5591,36,1212.0,222.0,775.0,224.0,33.88,-118.26,11.824087219587643
7610,2.125,37,1149.0,280.0,1016.0,250.0,33.88,-118.22,11.531757032705352
7611,1.6574,35,998.0,313.0,1335.0,311.0,33.88,-118.22,11.537627833610571
7612,2.1949,35,1255.0,344.0,1782.0,343.0,33.89,-118.23,11.462694763725304
7613,2.6719,35,842.0,201.0,763.0,189.0,33.88,-118.23,11.606424915484219
7614,3.0417,41,1941.0,367.0,1204.0,323.0,33.88,-118.23,11.641327474774709
7615,3.1667,36,2598.0,514.0,1872.0,514.0,33.89,-118.23,11.675902789388996
7616,5.1948,16,8732.0,1489.0,3944.0,1493.0,33.86,-118.22,12.223426197857627
7617,5.9684,25,9594.0,1489.0,5237.0,1496.0,33.85,-118.24,12.172003838488783
7618,5.3307,25,1106.0,207.0,888.0,216.0,33.84,-118.23,12.240478903153711
7619,4.8438,22,7368.0,1367.0,4721.0,1342.0,33.83,-118.24,12.269521510708264
7620,3.8125,19,1731.0,420.0,1032.0,364.0,33.84,-118.25,12.245778817752209
7621,4.25,18,6812.0,1263.0,3704.0,1216.0,33.87,-118.25,12.03884263630228
7622,6.0531,26,3022.0,476.0,1852.0,452.0,33.86,-118.25,12.135655546026104
7623,5.293,25,2324.0,326.0,1087.0,328.0,33.85,-118.26,12.240478903153711
7624,5.542,24,9071.0,1335.0,4558.0,1327.0,33.85,-118.26,12.193498926601634
7625,4.3527,33,1685.0,333.0,1484.0,318.0,33.86,-118.27,12.025755079404917
7626,3.7466,29,2587.0,489.0,2115.0,475.0,33.86,-118.27,12.035290255730404
7627,6.5799,26,1097.0,167.0,701.0,188.0,33.86,-118.27,12.188931573152257
7628,5.144,27,489.0,98.0,403.0,97.0,33.85,-118.28,12.105152257898368
7629,3.8633,27,2326.0,533.0,1697.0,546.0,33.84,-118.28,12.14367050736717
7630,3.4712,18,5923.0,1409.0,3887.0,1322.0,33.83,-118.28,12.177678315028167
7631,3.5094,11,2274.0,617.0,1897.0,622.0,33.84,-118.29,12.000897933306716
7632,3.5,33,896.0,208.0,843.0,200.0,33.84,-118.29,12.117246896289503
7633,5.061,34,2617.0,558.0,1396.0,515.0,33.84,-118.29,12.292254928916668
7634,4.7393,23,3626.0,799.0,2321.0,731.0,33.84,-118.29,12.379609899729042
7635,4.1378,24,4092.0,893.0,2819.0,893.0,33.83,-118.29,12.285350445351659
7636,4.174,26,4586.0,1042.0,3680.0,1027.0,33.82,-118.28,12.23125781971899
7637,3.4375,21,4383.0,901.0,2689.0,913.0,33.82,-118.29,12.295917919903431
7638,5.0532,19,7023.0,1538.0,3993.0,1412.0,33.81,-118.29,12.293171935322027
7639,4.526,21,9944.0,1623.0,4185.0,1582.0,33.8,-118.29,12.705031132543777
7640,5.3849,30,3615.0,760.0,2813.0,752.0,33.82,-118.28,12.290877840689351
7641,5.2034,29,2755.0,508.0,2046.0,488.0,33.81,-118.28,12.266231276436766
7642,4.4015,36,1593.0,334.0,1427.0,320.0,33.82,-118.27,12.02515610124372
7643,4.3687,33,1596.0,337.0,1650.0,329.0,33.82,-118.27,12.063938642041201
7644,5.2287,37,943.0,218.0,803.0,216.0,33.82,-118.27,12.160557363077048
7645,3.9286,10,1881.0,571.0,1769.0,553.0,33.81,-118.27,11.643962499267984
7646,3.8621,42,865.0,208.0,811.0,218.0,33.81,-118.27,12.015523333397592
7647,4.4821,38,1607.0,337.0,1130.0,334.0,33.81,-118.27,12.158462035413251
7648,4.25,39,1357.0,249.0,763.0,229.0,33.82,-118.27,12.20757651415268
7649,4.8508,28,4698.0,902.0,3287.0,881.0,33.8,-118.27,12.282575248266141
7650,3.9227,24,6303.0,1277.0,3728.0,1252.0,33.84,-118.27,12.248178615401173
7651,4.5469,28,880.0,168.0,717.0,142.0,33.83,-118.28,12.076538965678628
7652,4.35,28,2152.0,415.0,1623.0,429.0,33.83,-118.27,12.208574513247495
7653,3.1667,34,1124.0,245.0,717.0,242.0,33.83,-118.27,12.138334343884129
7654,3.5518,24,3059.0,729.0,2064.0,629.0,33.83,-118.26,12.12595201815431
7655,4.1292,28,1642.0,434.0,1575.0,420.0,33.82,-118.27,12.215532757235666
7656,3.6477,28,5091.0,1074.0,4753.0,1033.0,33.82,-118.26,11.67335070422742
7657,4.4539,28,4112.0,861.0,3211.0,841.0,33.83,-118.26,12.166296978418426
7658,3.4583,28,822.0,205.0,627.0,192.0,33.84,-118.21,12.021554678392043
7659,4.0219,35,1131.0,273.0,1007.0,269.0,33.84,-118.22,12.033509321931893
7660,4.0687,38,1928.0,429.0,1358.0,399.0,33.84,-118.22,11.984808576881369
7661,4.4474,42,1370.0,299.0,1018.0,328.0,33.83,-118.22,11.984184555794167
7662,3.9091,44,1792.0,404.0,1115.0,358.0,33.83,-118.22,12.069112524385531
7663,3.7083,43,1426.0,272.0,871.0,276.0,33.83,-118.22,12.073689165230697
7664,2.8837,38,793.0,193.0,601.0,187.0,33.83,-118.21,12.078812973059884
7665,4.125,5,906.0,187.0,1453.0,158.0,33.93,-118.07,12.05467400868968
7666,3.7143,39,859.0,164.0,673.0,172.0,33.93,-118.08,11.971621655408228
7667,3.525,39,1478.0,324.0,1127.0,320.0,33.93,-118.08,11.970356641102999
7668,3.6908,38,1335.0,282.0,1011.0,269.0,33.92,-118.08,11.967187086434018
7669,4.5382,39,1631.0,322.0,1034.0,328.0,33.92,-118.08,12.017940238399461
7670,3.622,36,1560.0,320.0,1348.0,314.0,33.92,-118.07,12.066816325306588
7671,3.7238,34,2118.0,437.0,1414.0,442.0,33.92,-118.08,12.02455676409265
7672,3.5556,33,2263.0,511.0,1626.0,457.0,33.93,-118.08,12.059895922372384
7673,3.2188,34,1558.0,375.0,1179.0,337.0,33.93,-118.08,12.014312686825066
7674,4.6976,36,2381.0,419.0,1669.0,444.0,33.92,-118.09,12.050009304398564
7675,4.8542,36,847.0,185.0,713.0,194.0,33.92,-118.09,12.02814741073532
7676,4.5699,36,1226.0,211.0,711.0,219.0,33.92,-118.09,12.048254415120404
7677,5.3146,33,879.0,181.0,547.0,169.0,33.92,-118.09,12.035290255730404
7678,3.5455,31,1983.0,419.0,1157.0,390.0,33.92,-118.09,12.033509321931893
7679,4.1449,37,1950.0,356.0,1183.0,338.0,33.93,-118.09,12.074259775399616
7680,4.0774,35,2017.0,383.0,1388.0,386.0,33.92,-118.1,12.052927293524847
7681,4.375,36,1124.0,217.0,707.0,234.0,33.93,-118.1,12.069685751267224
7682,3.1397,33,1474.0,325.0,1205.0,335.0,33.93,-118.1,12.02455676409265
7683,4.3,32,1016.0,190.0,729.0,177.0,33.92,-118.11,11.927026509139932
7684,4.1767,34,1414.0,263.0,983.0,264.0,33.92,-118.11,11.961456448214491
7685,3.1607,33,639.0,129.0,460.0,118.0,33.94,-118.1,12.149507585033072
7686,4.5769,35,1622.0,302.0,845.0,284.0,33.93,-118.1,12.134044816071038
7687,3.7308,34,3635.0,781.0,2171.0,720.0,33.95,-118.1,12.190456343334482
7688,4.5694,27,1666.0,365.0,995.0,354.0,33.95,-118.1,12.227349675556338
7689,4.8036,36,2049.0,334.0,1105.0,363.0,33.95,-118.11,12.473428278520133
7690,6.1814,34,1947.0,284.0,841.0,277.0,33.94,-118.1,13.024973235978788
7691,6.4319,34,2319.0,334.0,941.0,356.0,33.95,-118.11,13.022103166385445
7692,6.7501,34,1723.0,279.0,617.0,252.0,33.95,-118.11,12.899222326086994
7693,3.183,33,3099.0,839.0,2025.0,750.0,33.97,-118.12,12.160557363077048
7694,4.625,38,1301.0,264.0,877.0,275.0,33.96,-118.12,12.161603382806213
7695,4.3882,29,2784.0,582.0,1278.0,550.0,33.96,-118.11,12.474575721187843
7696,5.752,35,1604.0,280.0,802.0,280.0,33.95,-118.12,12.581081982573842
7697,6.0723,34,2863.0,451.0,1243.0,466.0,33.96,-118.12,12.60216395655763
7698,4.4125,38,2105.0,348.0,956.0,350.0,33.96,-118.12,12.413090879946887
7699,4.8523,36,1426.0,235.0,698.0,240.0,33.96,-118.12,12.496130643234865
7700,3.2,35,708.0,145.0,471.0,153.0,33.97,-118.12,12.192992471824816
7701,4.6992,36,1759.0,295.0,837.0,267.0,33.97,-118.13,12.436791432162119
7702,4.4732,36,1933.0,341.0,958.0,335.0,33.96,-118.13,12.491255347155265
7703,4.0,38,1040.0,202.0,557.0,228.0,33.96,-118.13,12.447845587147512
7704,4.0536,34,2744.0,541.0,1333.0,503.0,33.96,-118.14,12.532498153794986
7705,4.5625,35,1500.0,250.0,706.0,250.0,33.96,-118.13,12.44312304677877
7706,5.4042,34,1736.0,297.0,823.0,292.0,33.97,-118.13,12.39504288410708
7707,3.9036,37,1709.0,333.0,778.0,344.0,33.95,-118.13,12.69649452136317
7708,6.7744,44,1812.0,338.0,822.0,314.0,33.95,-118.14,12.591678524740319
7709,6.8564,42,1413.0,228.0,630.0,219.0,33.95,-118.14,12.611541086966115
7710,5.2015,37,1462.0,243.0,600.0,236.0,33.95,-118.14,12.618185607609803
7711,3.6635,36,1942.0,355.0,891.0,348.0,33.95,-118.14,12.550020441826058
7712,3.1083,33,2418.0,485.0,1397.0,477.0,33.96,-118.15,12.562000810699038
7713,4.0,31,1053.0,230.0,686.0,211.0,33.95,-118.15,12.480673277818179
7714,5.0526,36,2752.0,459.0,1211.0,452.0,33.95,-118.12,12.505439929198145
7715,5.2485,35,1813.0,313.0,825.0,316.0,33.94,-118.12,12.68788440854703
7716,2.7317,33,2394.0,576.0,1166.0,548.0,33.94,-118.12,12.486356166069786
7717,3.5481,34,522.0,138.0,373.0,139.0,33.94,-118.13,12.487488878546145
7718,3.1104,24,6662.0,1852.0,3792.0,1735.0,33.95,-118.13,12.345838935721968
7719,3.8427,35,2670.0,493.0,1196.0,488.0,33.93,-118.11,12.554970929480584
7720,4.4375,37,1434.0,262.0,786.0,256.0,33.94,-118.11,12.408609326231229
7721,5.0258,32,2098.0,378.0,1036.0,385.0,33.94,-118.11,12.450590137999692
7722,3.3292,31,2210.0,519.0,1047.0,472.0,33.94,-118.12,12.510984184596735
7723,4.675,33,2206.0,393.0,973.0,364.0,33.94,-118.12,12.553205710188037
7724,5.1587,36,1949.0,319.0,909.0,325.0,33.94,-118.11,12.600143080224452
7725,3.2011,17,1205.0,347.0,736.0,342.0,33.93,-118.11,11.998439434579149
7726,2.5893,27,6336.0,1628.0,4673.0,1505.0,33.92,-118.12,12.121064714846538
7727,3.0909,27,580.0,143.0,466.0,133.0,33.93,-118.12,12.141539457711714
7728,2.4925,28,3069.0,864.0,1932.0,835.0,33.92,-118.13,12.085039960478051
7729,3.5227,38,2040.0,458.0,1775.0,445.0,33.93,-118.13,12.218006157094704
7730,4.1786,36,984.0,183.0,615.0,206.0,33.92,-118.13,12.213549623135716
7731,3.2237,31,3731.0,853.0,2313.0,801.0,33.92,-118.14,12.293171935322027
7732,3.3681,31,3205.0,727.0,1647.0,664.0,33.93,-118.14,12.318959268856462
7733,4.4279,32,2065.0,438.0,1075.0,442.0,33.93,-118.14,12.330063042262541
7734,4.6583,30,3096.0,628.0,1676.0,587.0,33.93,-118.15,12.241927122338913
7735,3.1496,34,2122.0,517.0,1578.0,488.0,33.93,-118.13,12.164734893029634
7736,2.6862,19,1793.0,447.0,1222.0,452.0,33.93,-118.13,12.184854116317803
7737,2.9205,31,2841.0,774.0,1612.0,708.0,33.94,-118.14,12.188931573152257
7738,4.0039,35,2987.0,601.0,1561.0,606.0,33.94,-118.14,12.330504638906516
7739,4.2594,36,1948.0,341.0,992.0,363.0,33.94,-118.15,12.398348658581329
7740,3.3289,37,1594.0,321.0,1003.0,323.0,33.94,-118.15,12.204576526902637
7741,2.7875,35,2753.0,702.0,1592.0,614.0,33.95,-118.15,12.250094315624496
7742,3.6936,25,3341.0,789.0,1685.0,751.0,33.94,-118.16,12.381289859469133
7743,3.7614,25,1948.0,433.0,1128.0,429.0,33.93,-118.15,12.45254592991672
7744,3.9352,25,5675.0,1224.0,3317.0,1119.0,33.94,-118.16,12.358368749551493
7745,4.9808,42,1839.0,346.0,1034.0,339.0,33.93,-118.15,12.265760357995845
7746,3.3411,34,1745.0,404.0,1084.0,410.0,33.93,-118.15,12.303657509006147
7747,4.4881,36,2062.0,351.0,1134.0,358.0,33.92,-118.16,12.296374851796545
7748,3.9327,35,2378.0,559.0,1799.0,546.0,33.92,-118.14,12.157412722878947
7749,4.375,36,1890.0,400.0,1232.0,386.0,33.92,-118.15,12.123782831670258
7750,4.3194,40,1335.0,281.0,804.0,282.0,33.92,-118.15,12.198045514142787
7751,2.5875,28,1038.0,252.0,912.0,245.0,33.92,-118.15,11.990407312509369
7752,2.5208,30,915.0,234.0,646.0,211.0,33.92,-118.15,12.116153408446742
7753,3.1369,19,3056.0,759.0,1561.0,740.0,33.91,-118.11,12.190456343334482
7754,4.6389,34,682.0,132.0,491.0,144.0,33.91,-118.12,12.065666245536807
7755,3.7917,35,620.0,122.0,381.0,124.0,33.91,-118.12,12.12215284831553
7756,3.6917,35,1518.0,279.0,857.0,251.0,33.91,-118.12,12.193498926601634
7757,4.9375,35,561.0,104.0,261.0,105.0,33.91,-118.13,12.121608929585332
7758,4.9107,34,916.0,162.0,552.0,164.0,33.91,-118.13,12.310437165348775
7759,4.475,36,1096.0,204.0,569.0,201.0,33.91,-118.14,12.11341444611523
7760,3.0465,34,2011.0,472.0,1087.0,423.0,33.91,-118.14,12.143138170555755
7761,4.875,40,513.0,100.0,399.0,99.0,33.91,-118.1,12.029341433599432
7762,4.2679,36,1080.0,201.0,719.0,201.0,33.91,-118.1,12.077107952499174
7763,3.6389,36,726.0,145.0,490.0,130.0,33.91,-118.1,12.029341433599432
7764,4.7813,35,1151.0,248.0,809.0,246.0,33.9,-118.1,11.982935344196433
7765,4.9609,29,889.0,166.0,597.0,163.0,33.91,-118.11,12.137263685701864
7766,4.0878,22,1981.0,472.0,1231.0,457.0,33.91,-118.11,11.942764435686394
7767,2.6397,29,505.0,113.0,411.0,113.0,33.91,-118.1,12.010063844310778
7768,3.7969,14,2369.0,604.0,1546.0,464.0,33.91,-118.09,11.979178318844294
7769,3.4211,34,1582.0,343.0,1356.0,324.0,33.91,-118.09,11.85723122498801
7770,4.0517,36,1442.0,271.0,990.0,268.0,33.91,-118.09,11.996591585872558
7771,3.7383,35,1994.0,419.0,1491.0,428.0,33.92,-118.09,12.020953178232556
7772,4.9732,35,1592.0,335.0,1238.0,320.0,33.91,-118.1,12.013706813470414
7773,5.1187,36,1551.0,297.0,1100.0,322.0,33.91,-118.08,12.032320268218989
7774,0.9946,30,1366.0,460.0,920.0,410.0,33.91,-118.08,11.982310152711182
7775,3.7604,36,1215.0,279.0,862.0,285.0,33.9,-118.09,11.974777207691876
7776,4.2132,37,1112.0,222.0,771.0,224.0,33.9,-118.09,12.011279642540796
7777,3.2708,35,1653.0,325.0,1072.0,301.0,33.91,-118.1,11.981058595924264
7778,2.8608,30,3259.0,942.0,2744.0,895.0,33.91,-118.08,12.017336559562407
7779,3.1957,29,2387.0,570.0,1978.0,548.0,33.91,-118.07,11.977922833779727
7780,2.895,18,1573.0,396.0,1200.0,365.0,33.91,-118.08,11.897514169490739
7781,4.1387,24,4880.0,1044.0,4516.0,1050.0,33.91,-118.06,11.968456114085114
7782,3.2031,21,2863.0,701.0,1489.0,621.0,33.91,-118.06,12.104599010599317
7783,4.6731,36,1360.0,271.0,909.0,275.0,33.91,-118.06,12.062785246027499
7784,4.023,35,2228.0,463.0,1558.0,427.0,33.91,-118.07,11.968456114085114
7785,1.875,41,550.0,129.0,642.0,125.0,33.9,-118.05,11.694421681264394
7786,3.1897,36,1047.0,227.0,975.0,239.0,33.9,-118.05,11.951186847493476
7787,4.4167,37,1161.0,254.0,882.0,236.0,33.9,-118.06,11.970356641102999
7788,5.1104,26,2483.0,412.0,1538.0,449.0,33.89,-118.06,12.303657509006147
7789,4.537,29,1138.0,217.0,964.0,222.0,33.89,-118.07,12.129736808912964
7790,3.0777,17,2223.0,544.0,2008.0,512.0,33.89,-118.07,11.987922854613139
7791,3.125,35,1145.0,274.0,1651.0,265.0,33.89,-118.07,11.697752214480175
7792,3.0357,28,1035.0,275.0,1545.0,269.0,33.89,-118.08,11.723194494148304
7793,3.1917,35,1071.0,290.0,1412.0,274.0,33.89,-118.08,11.651826167019166
7794,3.2857,37,1152.0,259.0,981.0,225.0,33.89,-118.08,11.942113610091182
7795,3.8846,39,2502.0,546.0,1849.0,518.0,33.9,-118.07,12.008237370904832
7796,3.8672,42,1007.0,224.0,776.0,228.0,33.9,-118.07,11.999669439469741
7797,4.6406,45,1776.0,353.0,1180.0,337.0,33.9,-118.07,12.03884263630228
7798,4.2083,44,1167.0,237.0,733.0,237.0,33.9,-118.08,12.033509321931893
7799,3.558,42,1768.0,372.0,1155.0,368.0,33.9,-118.08,11.989786776470444
7800,4.0461,37,1147.0,258.0,742.0,242.0,33.9,-118.09,11.941462360646149
7801,3.1441,33,3326.0,720.0,2533.0,689.0,33.9,-118.09,12.07994804051962
7802,4.325,43,1237.0,243.0,776.0,246.0,33.9,-118.1,12.019749091416921
7803,4.4167,40,1880.0,377.0,1229.0,378.0,33.9,-118.1,12.0702586497481
7804,3.7321,41,834.0,166.0,603.0,179.0,33.89,-118.08,12.02874460037869
7805,3.6875,42,1150.0,215.0,708.0,204.0,33.89,-118.09,12.052344376474922
7806,4.0926,42,991.0,215.0,717.0,219.0,33.89,-118.09,12.010063844310778
7807,3.099,27,3399.0,882.0,2465.0,811.0,33.89,-118.09,12.023357011097826
7808,4.4934,34,2242.0,436.0,1483.0,443.0,33.89,-118.1,12.131354487250757
7809,4.75,37,1061.0,202.0,768.0,206.0,33.9,-118.1,11.994740316298905
7810,3.6,37,796.0,175.0,740.0,183.0,33.9,-118.1,11.9601785009348
7811,4.7159,36,769.0,142.0,498.0,137.0,33.89,-118.1,12.112316757188815
7812,3.5865,35,994.0,203.0,602.0,185.0,33.89,-118.1,12.08954444723597
7813,4.4896,35,2604.0,495.0,1465.0,470.0,33.9,-118.11,12.12595201815431
7814,3.5052,26,4173.0,893.0,2471.0,863.0,33.9,-118.11,12.185875040240456
7815,4.375,35,1139.0,197.0,772.0,233.0,33.89,-118.11,12.2293056568353
7816,3.5893,35,1623.0,304.0,868.0,272.0,33.88,-118.11,12.52815976788113
7817,3.2069,34,2508.0,594.0,1549.0,545.0,33.89,-118.11,12.373707715234994
7818,5.0753,35,1323.0,269.0,1084.0,240.0,33.9,-118.11,12.08954444723597
7819,5.1423,36,1347.0,278.0,748.0,278.0,33.9,-118.11,12.117793192144138
7820,3.8824,36,1088.0,231.0,617.0,211.0,33.91,-118.11,12.1709686470671
7821,3.5772,36,1432.0,265.0,749.0,261.0,33.91,-118.12,12.242409396366712
7822,3.0,36,2053.0,386.0,1023.0,394.0,33.91,-118.12,12.285812230343542
7823,4.7663,38,1475.0,269.0,827.0,265.0,33.9,-118.13,12.163170363711957
7824,4.4948,36,1967.0,316.0,910.0,306.0,33.91,-118.13,12.157937516778192
7825,4.375,37,932.0,171.0,578.0,175.0,33.91,-118.14,12.087294740154986
7826,3.5972,26,2145.0,471.0,1150.0,429.0,33.9,-118.14,12.327409359385856
7827,3.0703,34,1766.0,410.0,974.0,404.0,33.91,-118.14,12.105152257898368
7828,3.1204,32,1981.0,472.0,1371.0,431.0,33.91,-118.14,12.226860081860359
7829,4.0313,35,1590.0,350.0,1299.0,335.0,33.91,-118.15,12.002737848944351
7830,2.9643,38,901.0,205.0,760.0,208.0,33.91,-118.15,11.900912042974875
7831,2.809,20,2850.0,737.0,1855.0,662.0,33.9,-118.15,11.88173350431221
7832,2.7339,28,2410.0,616.0,2399.0,594.0,33.9,-118.16,11.96209480994468
7833,2.9531,28,2922.0,739.0,3013.0,673.0,33.91,-118.16,11.752737324967208
7834,3.0967,35,1403.0,338.0,1415.0,367.0,33.91,-118.16,11.87757552297847
7835,3.3182,35,574.0,116.0,610.0,147.0,33.91,-118.15,11.80036500801413
7836,2.3456,25,2053.0,578.0,1721.0,507.0,33.91,-118.15,11.892053442342334
7837,3.1507,6,3445.0,847.0,2467.0,712.0,33.91,-118.16,11.87757552297847
7838,2.8681,12,3653.0,993.0,3215.0,854.0,33.9,-118.17,11.645715332733134
7839,3.8,42,856.0,167.0,748.0,195.0,33.91,-118.17,11.889997957243736
7840,3.9333,37,1499.0,288.0,1237.0,344.0,33.91,-118.17,11.997207914913153
7841,2.4333,25,1709.0,442.0,1177.0,410.0,33.9,-118.18,11.951186847493476
7842,3.5461,32,1452.0,365.0,1888.0,366.0,33.9,-118.18,11.894104711087113
7843,2.7292,32,778.0,227.0,933.0,209.0,33.9,-118.18,11.876185678347824
7844,3.0909,31,2536.0,603.0,2625.0,576.0,33.9,-118.18,11.924379271639218
7845,3.1012,34,1248.0,320.0,1960.0,338.0,33.9,-118.18,11.852257893055606
7846,2.1859,38,483.0,113.0,389.0,108.0,33.89,-118.16,11.876185678347824
7847,1.7344,6,1655.0,536.0,1201.0,487.0,33.89,-118.16,11.889997957243736
7848,7.2423,52,63.0,12.0,47.0,8.0,33.89,-118.17,12.765691290604371
7849,2.6328,11,3605.0,880.0,3637.0,873.0,33.89,-118.17,11.9873007744816
7850,2.6742,25,5896.0,1464.0,4149.0,1362.0,33.89,-118.18,11.789806920177805
7851,3.274,30,4426.0,995.0,4196.0,921.0,33.89,-118.15,11.906999271191623
7852,2.52,24,4232.0,1092.0,2688.0,1035.0,33.88,-118.15,11.891368749982085
7853,3.407,33,2848.0,641.0,2319.0,647.0,33.89,-118.15,12.158986279072735
7854,3.2813,46,940.0,219.0,599.0,214.0,33.89,-118.16,12.159510248044802
7855,2.9779,30,1694.0,398.0,1181.0,383.0,33.88,-118.16,12.040614105490253
7856,3.4868,36,1814.0,350.0,886.0,347.0,33.9,-118.13,12.247219387314328
7857,2.8906,33,3668.0,867.0,2368.0,845.0,33.89,-118.13,12.230282214644559
7858,2.9292,33,2867.0,786.0,1774.0,705.0,33.89,-118.14,12.11943029135234
7859,5.0395,36,599.0,125.0,361.0,139.0,33.89,-118.13,12.327409359385856
7860,3.625,36,1477.0,305.0,788.0,291.0,33.9,-118.13,12.184854116317803
7861,3.3375,39,1379.0,282.0,883.0,291.0,33.9,-118.14,12.101273083619482
7862,3.9038,35,1458.0,261.0,686.0,236.0,33.9,-118.13,12.219487265827034
7863,2.9375,35,3478.0,730.0,1885.0,673.0,33.9,-118.12,12.238060533986511
7864,2.9293,22,6876.0,1960.0,5162.0,1879.0,33.89,-118.12,12.048254415120404
7865,2.5432,29,2666.0,848.0,2030.0,781.0,33.89,-118.12,12.105705199284083
7866,4.125,38,1222.0,282.0,756.0,256.0,33.9,-118.12,12.066241450757124
7867,2.6184,25,1768.0,559.0,983.0,488.0,33.88,-118.12,12.40410759774362
7868,3.1923,40,2344.0,571.0,1305.0,544.0,33.88,-118.12,12.164734893029634
7869,2.2027,32,3088.0,1024.0,1981.0,956.0,33.88,-118.13,12.16889504380259
7870,2.7121,29,2823.0,737.0,1723.0,678.0,33.89,-118.13,12.016732516077072
7871,4.9107,37,1159.0,238.0,740.0,243.0,33.89,-118.14,12.098493002763465
7872,4.5735,39,1744.0,339.0,1048.0,330.0,33.89,-118.14,12.18332077348399
7873,4.0507,30,2596.0,580.0,1662.0,539.0,33.88,-118.14,12.097936057925594
7874,4.1708,33,1250.0,276.0,866.0,268.0,33.89,-118.14,12.07254696717504
7875,4.3646,41,1531.0,343.0,1119.0,341.0,33.88,-118.14,11.991647230585656
7876,2.6641,24,3305.0,982.0,2085.0,881.0,33.88,-118.14,12.032914971806521
7877,3.3713,29,2690.0,659.0,1747.0,617.0,33.87,-118.15,12.197036946273975
7878,4.0911,19,3203.0,708.0,1761.0,667.0,33.88,-118.11,12.387147592295292
7879,4.6713,33,1379.0,254.0,795.0,297.0,33.87,-118.11,12.35363452394233
7880,5.0417,15,3254.0,598.0,1772.0,618.0,33.87,-118.11,12.3917261452321
7881,2.5057,21,3764.0,1081.0,1919.0,977.0,33.87,-118.12,11.959538914341756
7882,3.0795,36,1083.0,218.0,557.0,210.0,33.88,-118.12,12.294088101596984
