,carat,depth,table,x,y,z,price
18741,1.02,63.0,58.0,6.4,6.43,4.04,8.943506132037239
18742,1.1,62.2,57.0,6.62,6.59,4.11,8.943636705909594
18743,1.34,62.4,54.0,7.05,7.08,4.41,8.943767262734637
18744,1.24,62.0,59.0,6.88,6.92,4.28,8.94389780251682
18745,1.24,61.5,58.0,6.89,6.94,4.25,8.94389780251682
18746,1.52,60.2,57.0,7.47,7.38,4.47,8.944028325260595
18747,1.2,61.6,59.0,6.85,6.81,4.21,8.944028325260595
18748,1.15,61.4,57.0,6.7,6.78,4.14,8.944158830970403
18749,1.7,62.9,57.0,7.59,7.55,4.76,8.944419791305915
18750,1.01,63.6,57.0,6.41,6.35,4.06,8.9445502459405
18751,1.01,60.5,60.0,6.58,6.51,3.96,8.9445502459405
18752,1.01,63.0,61.0,6.36,6.34,4.0,8.9445502459405
18753,1.01,63.8,55.0,6.41,6.32,4.06,8.9445502459405
18754,1.01,63.2,59.0,6.38,6.34,4.02,8.9445502459405
18755,1.01,62.7,55.0,6.45,6.4,4.03,8.9445502459405
18756,1.21,62.0,56.0,6.77,6.87,4.23,8.944680683558895
18757,1.05,59.8,59.0,6.57,6.75,3.98,8.944680683558895
18758,1.2,63.8,60.0,6.6,6.65,4.23,8.944680683558895
18759,1.17,60.6,60.0,6.81,6.79,4.12,8.944680683558895
18760,1.05,59.8,60.0,6.54,6.61,3.93,8.944811104165534
18761,1.14,61.4,56.0,6.74,6.77,4.15,8.944811104165534
18762,1.07,59.3,56.0,6.71,6.69,3.97,8.945202263959297
18763,1.0,62.7,62.0,6.21,6.23,3.9,8.945462952177666
18764,1.08,61.5,55.0,6.59,6.62,4.06,8.945462952177666
18765,1.7,62.1,56.0,7.66,7.55,4.72,8.945593270806897
18766,1.22,62.4,59.0,6.91,6.85,4.29,8.945593270806897
18767,1.35,62.4,58.0,7.03,6.95,4.36,8.945593270806897
18768,1.0,63.0,58.0,6.29,6.38,3.99,8.945984124827898
18769,1.32,60.6,58.0,7.12,7.06,4.3,8.945984124827898
18770,1.53,59.5,60.0,7.55,7.65,4.52,8.946114375560743
18771,1.03,62.8,55.0,6.4,6.52,4.06,8.946114375560743
18772,1.03,61.4,58.0,6.52,6.58,4.02,8.946114375560743
18773,1.03,59.6,59.0,6.57,6.59,3.92,8.946114375560743
18774,1.02,62.8,58.0,6.44,6.4,4.03,8.946114375560743
18775,1.02,62.7,55.0,6.43,6.37,4.01,8.946114375560743
18776,1.36,61.1,58.0,7.21,7.13,4.38,8.946114375560743
18777,1.02,63.2,58.0,6.4,6.36,4.03,8.946114375560743
18778,1.02,60.8,59.0,6.49,6.46,3.94,8.946114375560743
18779,1.53,62.4,58.0,7.31,7.37,4.58,8.946244609330543
18780,1.51,61.9,57.0,7.4,7.33,4.56,8.946244609330543
18781,1.04,63.1,54.0,6.44,6.53,4.09,8.946374826141717
18782,1.06,62.3,59.0,6.52,6.48,4.05,8.946374826141717
18783,1.06,58.8,60.0,6.76,6.68,3.95,8.946374826141717
18784,1.75,61.6,56.0,7.73,7.75,4.77,8.946505025998682
18785,1.0,62.2,61.0,6.38,6.41,3.98,8.946765374867635
18786,1.02,63.6,60.0,6.25,6.33,4.0,8.946765374867635
18787,1.32,59.7,60.0,7.11,7.16,4.26,8.946895523888447
18788,1.08,61.2,60.0,6.61,6.63,4.05,8.946895523888447
18789,1.53,60.9,60.0,7.5,7.37,4.53,8.94715577112479
18790,1.12,62.2,59.0,6.58,6.61,4.1,8.947415950650129
18791,1.13,61.0,58.0,6.71,6.74,4.1,8.947415950650129
18792,1.23,61.7,56.0,6.92,6.88,4.26,8.947415950650129
18793,1.1,61.3,57.0,6.66,6.59,4.06,8.94754601503218
18794,1.2,61.7,57.0,6.84,6.79,4.2,8.94754601503218
18795,1.26,61.4,56.0,7.01,6.97,4.29,8.94793610670867
18796,1.0,64.1,57.0,6.32,6.29,4.04,8.948066103458935
18797,1.51,62.8,54.0,7.28,7.34,4.59,8.94819608331224
18798,1.54,62.7,60.0,7.34,7.37,4.61,8.948455992345542
18799,1.61,61.7,60.0,7.45,7.5,4.61,8.948455992345542
18800,1.06,62.9,56.0,6.56,6.6,4.14,8.948455992345542
18801,1.59,62.5,60.0,7.42,7.46,4.65,8.948455992345542
18802,1.71,60.8,57.0,7.69,7.64,4.66,8.948455992345542
18803,1.51,61.3,57.0,7.41,7.34,4.52,8.948455992345542
18804,1.51,64.2,61.0,7.24,7.19,4.63,8.948455992345542
18805,1.51,63.7,57.0,7.28,7.21,4.62,8.948455992345542
18806,1.51,62.4,57.0,7.35,7.29,4.57,8.948455992345542
18807,1.12,58.9,59.0,6.84,6.77,4.01,8.948585921534317
18808,1.03,62.0,54.8,6.47,6.51,4.02,8.948715833843691
18809,1.05,59.1,57.0,6.67,6.66,3.94,8.948715833843691
18810,1.06,58.5,57.0,6.68,6.73,3.92,8.948975607841776
18811,1.24,60.1,59.0,6.99,7.03,4.21,8.949235314374855
18812,1.26,62.0,56.0,6.92,6.94,4.3,8.949235314374855
18813,1.24,63.5,55.0,6.86,6.82,4.35,8.949235314374855
18814,1.4,59.2,60.0,7.35,7.3,4.34,8.949365142352965
18815,1.52,56.3,61.0,7.7,7.62,4.31,8.949365142352965
18816,1.61,61.7,59.0,7.46,7.51,4.62,8.949494953477961
18817,1.21,62.2,60.0,6.78,6.76,4.21,8.949494953477961
18818,1.06,61.5,58.0,6.53,6.57,4.03,8.949884285777994
18819,1.54,59.4,60.0,7.49,7.52,4.46,8.950014029534257
18820,1.03,61.7,56.0,6.45,6.56,4.0,8.950143756459262
18821,1.5,63.4,57.0,7.27,7.23,4.59,8.950143756459262
18822,1.0,59.8,58.0,6.49,6.53,3.89,8.95040315983296
18823,1.26,61.9,56.0,6.92,6.98,4.3,8.950532836290382
18824,0.9,61.3,59.0,6.18,6.12,3.77,8.950532836290382
18825,1.7,59.1,61.0,7.79,7.85,4.62,8.950792138768174
18826,1.3,61.5,58.0,6.96,6.98,4.29,8.950921764797261
18827,1.5,58.4,62.0,7.44,7.49,4.36,8.950921764797261
18828,1.27,62.6,57.0,6.91,6.95,4.34,8.951051374025619
18829,1.5,62.8,57.0,7.34,7.25,4.58,8.951051374025619
18830,1.23,62.5,58.0,6.85,6.79,4.27,8.951051374025619
18831,1.01,62.5,63.0,6.41,6.38,4.0,8.951051374025619
18832,1.12,61.6,55.0,6.69,6.72,4.13,8.951180966457603
18833,1.0,63.6,56.0,6.3,6.35,4.02,8.951310542097564
18834,1.03,62.9,59.0,6.43,6.38,4.03,8.951440100949855
18835,1.13,61.6,58.0,6.76,6.68,4.14,8.951699168308815
18836,1.53,62.2,58.0,7.35,7.37,4.58,8.951828676824181
18837,1.5,61.1,64.0,7.26,7.35,4.46,8.951958168569265
18838,1.5,61.4,62.0,7.26,7.33,4.48,8.951958168569265
18839,1.4,61.6,59.0,7.22,7.17,4.43,8.951958168569265
18840,1.51,60.8,58.0,7.4,7.51,4.53,8.952087643548404
18841,1.51,60.4,59.0,7.27,7.3,4.4,8.952087643548404
18842,1.51,63.1,60.0,7.23,7.28,4.58,8.952087643548404
18843,1.02,62.5,59.0,6.34,6.42,3.99,8.952217101765946
18844,1.0,57.8,59.0,6.59,6.63,3.82,8.952346543226227
18845,1.03,61.1,57.0,6.51,6.54,3.99,8.952475967933584
18846,1.01,61.5,57.0,6.47,6.44,3.97,8.952605375892354
18847,1.5,62.9,59.0,7.19,7.32,4.56,8.952605375892354
18848,1.54,60.1,61.0,7.46,7.41,4.47,8.952605375892354
18849,1.54,64.6,56.0,7.3,7.26,4.7,8.952605375892354
18850,1.54,59.4,61.0,7.56,7.49,4.47,8.952605375892354
18851,1.12,61.9,55.0,6.73,6.68,4.15,8.952605375892354
18852,1.2,62.1,61.0,6.74,6.68,4.17,8.952734767106872
18853,1.5,63.3,57.0,7.28,7.23,4.59,8.952734767106872
18854,1.22,61.2,58.0,6.81,6.91,4.2,8.952864141581468
18855,1.03,60.4,59.0,6.58,6.56,3.97,8.952864141581468
18856,1.52,61.5,57.0,7.39,7.31,4.52,8.952864141581468
18857,1.36,60.6,59.0,7.21,7.17,4.36,8.952864141581468
18858,1.53,61.7,58.0,7.43,7.47,4.6,8.952993499320474
18859,1.7,63.2,58.0,7.56,7.5,4.76,8.952993499320474
18860,1.29,62.5,60.0,6.97,6.91,4.34,8.952993499320474
18861,1.17,62.6,55.0,6.75,6.7,4.21,8.953122840328222
18862,1.31,59.8,58.0,7.19,7.09,4.27,8.953252164609035
18863,1.55,61.6,58.0,7.39,7.42,4.56,8.953381472167242
18864,1.57,62.3,57.0,7.45,7.39,4.62,8.953898535260459
18865,1.51,63.3,58.0,7.19,7.16,4.54,8.953898535260459
18866,1.5,62.4,55.0,7.27,7.34,4.56,8.95402775927046
18867,1.02,60.5,60.0,6.49,6.54,3.94,8.95402775927046
18868,1.22,60.4,57.0,6.86,6.89,4.15,8.95402775927046
18869,1.41,63.7,57.0,7.13,7.03,4.51,8.95402775927046
18870,1.04,62.8,56.0,6.49,6.45,4.06,8.95402775927046
18871,1.64,62.6,59.0,7.45,7.51,4.68,8.954156966583772
18872,1.02,61.3,58.0,6.46,6.52,3.98,8.954286157204713
18873,1.11,61.6,57.0,6.65,6.67,4.1,8.954286157204713
18874,1.52,61.3,55.0,7.42,7.39,4.54,8.954286157204713
18875,1.01,62.5,58.0,6.35,6.41,3.99,8.954415331137593
18876,1.72,63.2,57.0,7.56,7.6,4.79,8.954415331137593
18877,1.02,62.2,60.0,6.43,6.39,3.99,8.954415331137593
18878,1.02,62.6,59.0,6.46,6.41,4.03,8.954415331137593
18879,1.2,62.1,56.0,6.84,6.78,4.23,8.954415331137593
18880,1.2,63.3,58.0,6.74,6.66,4.24,8.954415331137593
18881,1.33,60.1,57.0,7.14,7.2,4.31,8.954544488386723
18882,1.0,61.1,55.0,6.44,6.5,3.95,8.954673628956414
18883,1.24,61.6,56.0,6.95,6.87,4.26,8.954673628956414
18884,1.51,61.0,58.0,7.35,7.41,4.5,8.954802752850968
18885,1.0,60.4,59.0,6.51,6.54,3.94,8.954802752850968
18886,1.0,60.8,57.0,6.45,6.47,3.93,8.954802752850968
18887,1.01,62.0,57.0,6.42,6.46,3.99,8.954931860074698
18888,1.61,61.4,62.0,7.54,7.48,4.62,8.954931860074698
18889,1.52,64.6,58.0,7.24,7.21,4.68,8.955060950631902
18890,1.3,61.9,56.0,6.97,7.05,4.34,8.955190024526887
18891,0.9,63.9,55.0,6.05,6.09,3.88,8.955190024526887
18892,1.07,62.2,56.0,6.53,6.56,4.07,8.95531908176395
18893,1.64,62.0,59.0,7.47,7.52,4.65,8.955577146281511
18894,1.14,60.9,57.0,6.7,6.82,4.12,8.955577146281511
18895,1.04,63.0,55.0,6.45,6.5,4.08,8.955706153570603
18896,1.31,62.2,57.0,7.0,7.03,4.36,8.955706153570603
18897,1.07,61.3,59.0,6.61,6.53,4.03,8.955706153570603
18898,1.13,61.7,58.0,6.7,6.65,4.12,8.955706153570603
18899,1.03,59.0,55.0,6.67,6.62,3.92,8.955835144218959
18900,1.61,62.8,58.0,7.47,7.4,4.67,8.956093075610639
18901,1.57,62.2,58.0,7.43,7.35,4.59,8.956222016362542
18902,1.42,59.7,57.0,7.33,7.3,4.37,8.956222016362542
18903,1.13,61.8,54.0,6.72,6.73,4.15,8.956350940490871
18904,1.71,61.9,58.0,7.62,7.56,4.7,8.956479847999912
18905,1.52,62.0,59.0,7.28,7.31,4.52,8.95660873889395
18906,1.11,62.6,57.0,6.64,6.59,4.14,8.95660873889395
18907,1.51,62.8,60.0,7.22,7.14,4.51,8.956737613177264
18908,1.52,59.9,57.0,7.45,7.47,4.47,8.956737613177264
18909,1.3,61.8,58.0,7.0,6.95,4.31,8.95686647085414
18910,1.12,61.8,59.0,6.65,6.75,4.14,8.956995311928852
18911,1.2,62.7,55.0,6.71,6.79,4.23,8.956995311928852
18912,1.1,60.9,61.0,6.7,6.64,4.06,8.95712413640568
18913,1.05,62.6,57.0,6.5,6.44,4.05,8.95712413640568
18914,1.0,61.6,61.0,6.38,6.35,3.92,8.95712413640568
18915,1.56,61.7,58.0,7.41,7.46,4.59,8.957252944288902
18916,1.52,62.0,58.0,7.37,7.34,4.56,8.957381735582787
18917,1.51,62.7,55.0,7.37,7.28,4.59,8.957639268419648
18918,1.38,62.0,58.0,7.12,7.17,4.43,8.957768009971161
18919,1.07,62.0,60.0,6.49,6.58,4.05,8.95789673495042
18920,1.2,62.3,54.0,6.78,6.86,4.25,8.95789673495042
18921,1.01,64.3,58.0,6.34,6.28,4.06,8.958025443361693
18922,1.77,62.0,56.0,7.78,7.74,4.81,8.95828281049733
18923,1.49,62.5,58.0,7.2,7.26,4.52,8.958540111412168
18924,1.42,61.9,55.0,7.19,7.24,4.47,8.958540111412168
18925,1.5,61.3,59.0,7.38,7.41,4.53,8.958668737047434
18926,1.5,62.3,60.0,7.28,7.22,4.52,8.958797346140274
18927,1.61,60.9,63.0,7.54,7.5,4.58,8.958797346140274
18928,1.06,61.1,57.0,6.6,6.57,4.03,8.958925938694943
18929,1.0,61.9,61.0,6.38,6.42,3.96,8.959054514715692
18930,1.03,62.4,58.0,6.41,6.5,4.03,8.959183074206774
18931,1.02,60.1,59.0,6.48,6.53,3.91,8.959311617172437
18932,1.59,59.4,61.0,7.62,7.56,4.51,8.959311617172437
18933,1.34,61.0,60.0,7.13,7.07,4.33,8.95944014361693
18934,1.51,61.7,56.0,7.25,7.18,4.45,8.95944014361693
18935,1.08,61.0,57.0,6.61,6.68,4.06,8.9595686535445
18936,1.12,62.1,60.0,6.62,6.58,4.1,8.9595686535445
18937,1.22,62.0,55.0,6.83,6.87,4.25,8.959825623865841
18938,1.01,63.1,56.0,6.38,6.33,4.01,8.960082528170402
18939,1.26,59.9,59.0,7.02,7.14,4.24,8.960082528170402
18940,1.01,61.1,61.0,6.46,6.4,3.93,8.960082528170402
18941,1.21,63.5,55.0,6.71,6.77,4.28,8.960210955576986
18942,1.21,62.8,54.4,6.78,6.81,4.26,8.960210955576986
18943,1.21,62.0,58.0,6.73,6.82,4.2,8.960339366492091
18944,1.06,61.8,55.0,6.59,6.51,4.05,8.960467760919949
18945,1.21,61.0,57.0,6.79,6.89,4.17,8.960596138864794
18946,1.06,61.2,56.0,6.56,6.62,4.03,8.960724500330858
18947,1.29,61.4,61.0,7.0,6.97,4.29,8.960724500330858
18948,1.01,62.7,57.0,6.39,6.36,4.0,8.96098117384356
18949,1.01,60.7,57.0,6.52,6.49,3.95,8.96098117384356
18950,1.21,61.2,57.0,6.9,6.85,4.21,8.96098117384356
18951,1.21,61.5,58.0,6.84,6.81,4.2,8.96098117384356
18952,1.01,61.4,60.0,6.45,6.39,3.94,8.96098117384356
18953,1.05,59.7,58.0,6.56,6.63,3.94,8.961237781491876
18954,1.2,58.2,59.0,7.04,6.95,4.07,8.961366060627451
18955,1.09,60.6,58.0,6.66,6.7,4.05,8.9614943233096
18956,1.53,63.1,56.0,7.32,7.26,4.6,8.961622569542543
18957,1.02,63.0,58.0,6.43,6.4,4.04,8.961622569542543
18958,1.19,61.2,55.0,6.86,6.81,4.18,8.961622569542543
18959,1.7,59.8,59.0,7.72,7.7,4.61,8.961622569542543
18960,1.23,59.7,58.0,6.96,7.02,4.17,8.961879012677683
18961,1.02,63.1,59.0,6.38,6.45,4.05,8.962007209588313
18962,1.24,62.0,59.0,6.92,6.88,4.28,8.962007209588313
18963,1.29,60.7,61.0,7.1,7.01,4.28,8.962263554116761
18964,1.72,62.2,55.0,7.7,7.67,4.78,8.962263554116761
18965,1.23,60.6,57.0,6.94,6.98,4.22,8.962391701743002
18966,1.16,60.2,63.0,6.79,6.7,4.07,8.962391701743002
18967,1.01,61.7,57.0,6.42,6.39,3.95,8.96264794774056
18968,1.01,62.4,59.0,6.34,6.41,3.98,8.962776046120291
18969,1.21,62.0,56.0,6.87,6.77,4.23,8.962776046120291
18970,1.13,61.0,56.4,6.7,6.75,4.1,8.963032193662675
18971,1.56,62.4,57.0,7.39,7.46,4.63,8.963160242833732
18972,1.21,60.7,57.0,6.85,6.89,4.17,8.963288275610298
18973,1.21,60.9,56.0,6.89,6.94,4.21,8.963288275610298
18974,1.59,62.6,59.0,7.43,7.45,4.66,8.96341629199657
18975,1.21,62.4,53.0,6.83,6.86,4.27,8.96341629199657
18976,1.0,62.1,55.0,6.41,6.34,3.96,8.963544291996744
18977,1.0,62.7,54.0,6.38,6.35,3.99,8.963544291996744
18978,1.51,60.9,59.0,7.33,7.41,4.49,8.963544291996744
18979,1.12,61.7,56.0,6.64,6.68,4.11,8.963544291996744
18980,1.5,62.2,60.0,7.29,7.24,4.52,8.963544291996744
18981,1.0,62.7,62.0,6.23,6.21,3.9,8.963544291996744
18982,1.57,62.6,60.0,7.34,7.41,4.62,8.963672275615016
18983,1.09,62.1,57.0,6.62,6.56,4.09,8.963672275615016
18984,1.09,61.6,59.0,6.62,6.54,4.05,8.963672275615016
18985,1.01,62.1,59.0,6.39,6.43,3.98,8.963800242855577
18986,1.51,63.6,60.0,7.23,7.27,4.61,8.96392819372262
18987,1.13,60.7,57.0,6.68,6.72,4.07,8.96392819372262
18988,1.34,62.3,60.0,7.05,7.02,4.38,8.96405612822033
18989,1.22,62.5,59.0,6.85,6.79,4.26,8.96405612822033
18990,1.03,59.6,59.0,6.59,6.57,3.92,8.9641840463529
18991,1.41,62.7,56.0,7.21,7.15,4.5,8.9641840463529
18992,1.14,61.9,57.0,6.67,6.7,4.13,8.964439833539357
18993,1.5,60.1,61.0,7.25,7.3,4.37,8.964439833539357
18994,1.09,62.3,55.0,6.59,6.63,4.12,8.964567702601611
18995,1.01,62.0,59.0,6.38,6.42,3.97,8.96469555531546
18996,1.01,60.8,59.0,6.42,6.46,3.92,8.96469555531546
18997,1.01,61.9,59.0,6.41,6.45,3.98,8.96469555531546
18998,1.07,61.3,57.0,6.6,6.62,4.05,8.96469555531546
18999,1.51,59.9,60.0,7.46,7.41,4.45,8.96482339168508
19000,1.0,62.2,61.0,6.41,6.38,3.98,8.96482339168508
19001,1.0,61.4,59.0,6.47,6.39,3.95,8.96482339168508
19002,1.51,62.3,58.0,7.29,7.25,4.53,8.964951211714654
19003,1.11,61.9,55.0,6.62,6.66,4.11,8.964951211714654
19004,1.08,61.2,60.0,6.63,6.61,4.05,8.965079015408355
19005,1.26,61.4,56.0,6.99,6.93,4.27,8.965079015408355
19006,1.05,63.1,59.0,6.45,6.49,4.08,8.965334573804839
19007,1.21,62.6,55.0,6.8,6.75,4.24,8.965334573804839
19008,1.21,63.3,58.0,6.73,6.67,4.24,8.965334573804839
19009,1.21,63.5,58.0,6.76,6.73,4.28,8.965334573804839
19010,1.12,62.2,59.0,6.61,6.58,4.1,8.965462328515967
19011,1.12,62.2,56.0,6.71,6.67,4.16,8.965462328515967
19012,1.29,63.8,60.0,6.9,6.86,4.39,8.965590066907914
19013,1.57,60.2,59.0,7.53,7.61,4.56,8.96610085736724
19014,1.57,62.6,59.0,7.39,7.43,4.64,8.96610085736724
19015,1.5,66.1,57.0,7.06,6.98,4.64,8.96610085736724
19016,1.11,59.4,58.0,6.81,6.75,4.03,8.96610085736724
19017,1.5,62.0,61.0,7.37,7.24,4.53,8.96610085736724
19018,2.11,63.2,57.0,8.13,8.07,5.12,8.966356154790121
19019,1.01,60.7,59.0,6.4,6.46,3.9,8.966483779064431
19020,0.3,63.6,54.0,4.28,4.33,2.74,6.431331081933479
19021,0.27,61.4,57.0,4.17,4.2,2.57,6.431331081933479
19022,0.27,60.5,57.0,4.18,4.25,2.55,6.431331081933479
19023,0.27,61.5,57.0,4.14,4.18,2.56,6.431331081933479
19024,0.27,61.0,57.0,4.2,4.22,2.57,6.431331081933479
19025,0.34,62.2,55.0,4.47,4.49,2.79,6.431331081933479
19026,0.32,62.5,55.0,4.36,4.38,2.73,6.431331081933479
19027,0.35,60.4,56.0,4.57,4.59,2.77,6.431331081933479
19028,0.3,60.7,58.0,4.35,4.38,2.65,6.431331081933479
19029,0.27,63.8,54.0,4.06,4.09,2.6,6.432940092739179
19030,0.41,59.6,60.0,4.82,4.85,2.88,6.432940092739179
19031,0.3,61.3,57.0,4.3,4.34,2.65,6.432940092739179
19032,0.3,61.4,56.0,4.33,4.36,2.67,6.432940092739179
19033,0.3,61.7,58.0,4.27,4.29,2.64,6.432940092739179
19034,0.3,62.1,55.0,4.32,4.35,2.69,6.432940092739179
19035,0.3,61.3,58.0,4.3,4.32,2.64,6.432940092739179
19036,0.31,61.3,57.0,4.36,4.41,2.69,6.432940092739179
19037,0.3,61.6,54.0,4.32,4.35,2.67,6.432940092739179
19038,0.3,61.8,53.0,4.32,4.36,2.68,6.432940092739179
19039,0.3,62.5,57.0,4.26,4.28,2.67,6.432940092739179
19040,0.3,61.2,57.0,4.32,4.34,2.65,6.432940092739179
19041,0.3,62.2,56.0,4.31,4.34,2.69,6.432940092739179
19042,0.3,58.9,62.0,4.33,4.36,2.56,6.432940092739179
19043,0.41,63.2,59.0,4.67,4.7,2.96,6.432940092739179
19044,0.33,61.6,57.0,4.42,4.51,2.75,6.432940092739179
19045,0.33,60.3,58.0,4.5,4.52,2.72,6.432940092739179
19046,0.3,61.1,62.0,4.28,4.33,2.63,6.434546518787453
19047,0.3,62.4,58.0,4.28,4.31,2.68,6.434546518787453
19048,0.3,63.2,56.0,4.23,4.28,2.69,6.434546518787453
19049,0.3,59.7,57.0,4.37,4.43,2.62,6.434546518787453
19050,1.59,61.6,57.0,7.51,7.56,4.64,8.966483779064431
19051,1.06,62.9,56.0,6.6,6.56,4.14,8.966611387052865
19052,1.02,62.2,57.0,6.39,6.43,3.99,8.966611387052865
19053,1.59,62.5,60.0,7.46,7.42,4.65,8.966611387052865
19054,1.38,63.2,56.0,7.08,7.03,4.46,8.966611387052865
19055,1.01,62.9,60.0,6.36,6.32,3.99,8.966994113344454
19056,1.25,62.4,57.0,6.9,6.83,4.29,8.967121656230923
19057,1.5,62.8,62.0,7.22,7.25,4.54,8.967121656230923
19058,1.72,62.2,57.0,7.65,7.55,4.72,8.967121656230923
19059,1.0,62.8,59.0,6.43,6.38,4.02,8.967121656230923
19060,1.51,60.0,59.0,7.45,7.52,4.49,8.967249182852276
19061,1.61,61.7,59.0,7.51,7.46,4.62,8.967631665167133
19062,1.26,61.5,59.0,6.94,6.91,4.26,8.967759126769497
19063,1.01,60.8,59.0,6.42,6.5,3.93,8.9680140012452
19064,1.73,63.8,60.0,7.57,7.5,4.8,8.9680140012452
19065,1.51,61.7,57.0,7.44,7.4,4.58,8.9680140012452
19066,1.0,62.9,53.0,6.39,6.32,4.0,8.968141414126814
19067,1.51,61.9,57.0,7.35,7.41,4.57,8.968141414126814
19068,1.51,60.6,55.0,7.3,7.36,4.44,8.968141414126814
19069,1.51,62.3,59.0,7.31,7.34,4.56,8.968141414126814
19070,1.51,63.5,60.0,7.23,7.29,4.61,8.968141414126814
19071,1.39,61.3,59.0,7.15,7.24,4.41,8.968141414126814
19072,1.54,59.4,60.0,7.52,7.49,4.46,8.968141414126814
19073,1.54,64.4,60.0,7.26,7.16,4.64,8.968141414126814
19074,1.54,60.7,56.0,7.51,7.46,4.54,8.968141414126814
19075,1.27,61.1,58.0,6.96,6.88,4.23,8.968268810776454
19076,1.0,61.5,55.0,6.46,6.41,3.96,8.968268810776454
19077,1.22,61.6,60.0,6.85,6.88,4.23,8.968396191198256
19078,1.33,62.6,57.0,7.02,6.98,4.38,8.968396191198256
19079,1.07,62.1,55.0,6.58,6.56,4.08,8.968396191198256
19080,1.04,61.1,60.0,6.51,6.48,3.97,8.968650903374874
19081,2.5,64.7,57.0,8.48,8.44,5.47,8.96890555068972
19082,1.3,61.5,58.0,6.98,6.96,4.29,8.969032850034301
19083,1.74,62.2,58.0,7.65,7.61,4.75,8.969414650866176
19084,1.07,62.1,57.0,6.48,6.57,4.05,8.969414650866176
19085,1.53,62.4,54.0,7.34,7.41,4.6,8.969541885423252
19086,1.02,62.1,59.0,6.36,6.39,3.96,8.969796305981806
19087,1.02,63.6,58.0,6.37,6.4,4.06,8.969796305981806
19088,1.53,63.1,56.0,7.32,7.27,4.6,8.969923491991516
19089,1.5,61.1,64.0,7.35,7.26,4.46,8.969923491991516
19090,1.56,63.7,57.0,7.34,7.25,4.65,8.969923491991516
19091,1.8,62.9,54.0,7.77,7.74,4.88,8.969923491991516
19092,1.08,63.1,56.0,6.58,6.51,4.13,8.969923491991516
19093,1.01,58.8,60.0,6.59,6.51,3.85,8.969923491991516
19094,1.01,60.7,58.0,6.52,6.49,3.95,8.969923491991516
19095,1.11,63.2,57.0,6.61,6.64,4.18,8.970050661827003
19096,1.51,62.5,57.0,7.36,7.26,4.57,8.970177815492379
19097,1.51,60.4,59.0,7.3,7.27,4.4,8.970177815492379
19098,1.19,61.9,59.0,6.83,6.75,4.2,8.970177815492379
19099,1.2,60.1,57.0,6.82,6.76,4.08,8.970304952991755
19100,1.52,59.8,62.0,7.41,7.47,4.45,8.970432074329242
19101,1.2,62.1,57.0,6.77,6.82,4.22,8.970813341411448
19102,1.01,61.1,59.0,6.46,6.5,3.96,8.97094039814245
19103,1.22,61.9,55.0,6.82,6.87,4.24,8.97094039814245
19104,1.22,61.2,58.0,6.91,6.81,4.2,8.97094039814245
19105,1.13,61.4,58.0,6.68,6.73,4.12,8.971575439759016
19106,1.51,62.9,55.0,7.22,7.28,4.56,8.971575439759016
19107,1.03,61.6,57.0,6.48,6.51,4.0,8.971702399703325
19108,1.54,59.0,62.0,7.56,7.59,4.47,8.971829343530851
19109,1.0,62.7,60.0,6.31,6.36,3.97,8.971829343530851
19110,1.21,60.2,60.0,6.92,6.96,4.18,8.971829343530851
19111,1.2,61.5,56.0,6.79,6.84,4.19,8.971829343530851
19112,1.05,61.0,58.0,6.6,6.55,4.01,8.972083182851925
19113,1.03,61.8,56.0,6.46,6.51,4.01,8.97221007835365
19114,1.18,61.0,58.0,6.79,6.84,4.16,8.97233695775495
19115,1.23,61.1,57.0,6.88,6.9,4.21,8.97233695775495
19116,1.01,62.5,58.0,6.41,6.35,3.99,8.972463821059907
19117,1.01,63.3,57.0,6.31,6.36,4.01,8.972844314437573
19118,1.0,59.8,54.0,6.58,6.54,3.92,8.972844314437573
19119,1.0,60.8,57.0,6.47,6.45,3.93,8.972844314437573
19120,1.0,61.4,59.0,6.44,6.42,3.95,8.972844314437573
19121,1.33,62.2,56.0,7.01,7.04,4.37,8.973097896282471
19122,1.01,62.0,57.0,6.46,6.42,3.99,8.973097896282471
19123,1.5,63.0,58.0,7.2,7.25,4.55,8.97322466309509
19124,0.83,59.7,53.0,6.14,6.23,3.69,8.97335141383992
19125,1.51,63.1,56.0,7.28,7.33,4.61,8.973604867142505
19126,1.39,62.2,57.0,7.17,7.1,4.44,8.973858256222792
19127,1.34,61.7,55.0,7.07,7.13,4.38,8.973858256222792
19128,1.5,63.4,59.0,7.2,7.25,4.58,8.974364841846596
19129,1.02,61.1,57.0,6.48,6.51,3.97,8.97449144816442
19130,1.52,62.0,59.0,7.31,7.28,4.52,8.974618038455112
19131,1.06,63.0,58.0,6.46,6.49,4.08,8.974744612722734
19132,1.06,61.0,57.0,6.55,6.57,4.0,8.974744612722734
19133,1.23,62.8,56.0,6.76,6.84,4.27,8.974744612722734
19134,1.01,60.4,58.0,6.49,6.52,3.93,8.974744612722734
19135,1.65,61.7,56.0,7.61,7.66,4.71,8.975124239427704
19136,1.6,62.6,59.0,7.51,7.4,4.66,8.975124239427704
19137,1.26,59.5,59.0,7.13,7.06,4.22,8.975124239427704
19138,1.2,62.7,55.0,6.79,6.71,4.23,8.975124239427704
19139,1.12,61.8,59.0,6.75,6.65,4.14,8.975124239427704
