,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,foo
7051,61,77,76,71,95,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
7052,16,93,115,77,94,0,0,3,0,0,0,0,0,0,0,24,19,0,1,8,0,0,0,0,0,0,0
7053,60,87,116,71,94,42,7,1,0,0,0,1,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0
7054,167,98,76,71,94,55,24,0,5,41,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7055,51,156,83,73,94,0,0,0,0,7,38,0,17,59,0,0,0,1,5,0,0,0,0,0,0,0,0
7056,93,80,78,71,94,0,0,58,26,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20
7057,72,77,108,94,95,0,0,0,44,19,0,0,0,0,0,0,0,0,21,20,0,0,0,1,0,0,0
7058,59,104,83,121,94,0,0,0,0,0,43,35,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0
7059,18,110,114,71,94,0,3,0,0,0,0,2,7,0,0,54,4,0,0,0,0,0,0,0,0,0,0
7060,99,109,77,74,94,18,29,0,0,0,21,56,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7061,76,82,84,78,94,0,0,41,23,2,0,0,0,0,5,3,0,0,0,5,3,0,0,0,0,0,100
7062,118,78,76,71,94,7,59,1,2,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063,117,77,76,71,94,0,5,61,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7064,145,77,76,71,94,0,47,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065,61,108,76,71,94,0,2,0,3,0,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7066,82,96,76,71,94,0,0,41,7,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
7067,130,77,76,71,94,37,69,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7068,61,78,76,71,94,0,0,0,6,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7069,108,94,76,71,94,28,21,19,0,0,36,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,154,77,78,73,94,61,83,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7071,64,132,91,71,94,0,0,48,5,0,0,0,0,47,13,0,3,7,0,0,0,0,0,0,0,0,0
7072,79,120,123,71,94,0,0,0,0,45,34,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0
7073,59,85,77,74,94,0,42,5,2,1,0,0,0,8,1,0,0,0,0,0,1,1,0,0,0,0,100
7074,62,77,76,71,94,2,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7075,87,114,154,71,94,0,0,63,16,0,0,0,0,0,12,46,25,17,0,0,0,0,0,0,0,0,0
7076,57,78,76,71,94,0,0,1,2,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7077,57,77,80,74,94,14,32,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,100
7078,16,100,109,71,94,0,1,2,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0
7079,38,99,76,71,94,0,0,0,3,1,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7080,57,115,96,71,94,0,0,0,0,26,28,0,0,0,32,16,0,0,0,0,0,0,0,0,0,0,0
7081,64,88,76,71,94,0,0,3,2,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7082,30,113,76,71,94,0,0,0,2,9,1,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,77,77,76,71,94,6,17,1,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7084,14,120,77,96,94,0,0,0,0,1,1,0,0,44,0,0,0,0,0,0,2,16,0,0,0,0,0
7085,89,86,76,71,94,0,0,0,8,71,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,90
7086,92,77,76,71,94,0,0,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
7087,17,77,118,83,95,0,1,0,1,1,0,0,0,0,0,0,0,9,32,0,0,0,0,0,0,1,0
7088,89,131,81,71,94,0,0,16,65,0,0,0,0,45,14,0,0,0,0,0,0,0,0,0,0,0,0
7089,132,109,76,71,94,32,47,0,3,0,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,73,130,76,71,94,0,0,3,0,0,36,61,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,105,103,76,71,94,0,0,0,1,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,197,85,76,71,94,2,63,0,0,106,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7093,115,77,78,75,94,44,65,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
7094,57,91,77,74,94,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,90
7095,71,79,76,71,94,0,44,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100
7096,133,108,76,71,94,0,6,56,0,4,74,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,118,77,76,71,94,1,48,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7098,33,112,76,71,94,0,0,4,2,6,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,79,113,76,71,94,1,0,62,0,0,0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,30
7100,107,85,77,72,94,0,28,18,0,30,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7101,114,119,76,71,94,19,64,5,2,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,55,90,81,74,94,0,0,0,3,3,51,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,100
7103,77,77,76,71,94,2,1,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7104,79,117,76,71,94,0,0,6,57,2,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,76,81,76,71,94,0,0,30,18,13,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,100
7106,69,77,76,71,94,0,17,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7107,114,77,76,71,94,0,0,46,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7108,98,93,78,71,94,0,0,0,28,18,58,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50
7109,121,100,76,126,97,0,0,32,47,0,26,36,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0
7110,75,78,76,71,94,52,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
7111,83,77,76,71,94,0,2,5,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7112,61,77,76,71,94,0,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7113,54,118,92,71,94,0,0,0,5,7,42,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0
7114,85,77,76,71,94,1,65,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
7115,81,135,76,71,94,0,0,1,0,5,41,60,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,46,118,112,71,94,0,0,0,0,2,11,50,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0
7117,15,144,100,71,94,0,0,1,1,0,0,0,0,20,61,7,0,0,0,0,0,0,0,0,0,0,0
7118,114,77,78,78,94,0,0,5,41,62,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
7119,22,129,84,71,94,0,4,5,0,0,0,0,0,36,23,0,0,0,0,0,0,0,0,0,0,0,0
7120,73,77,76,72,99,12,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,80
7121,76,77,79,74,94,0,25,37,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100
7122,60,79,82,71,94,0,1,44,5,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,100
7123,74,117,76,71,94,0,0,0,0,23,39,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,115,98,103,71,94,0,25,60,23,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
7125,18,82,142,71,94,0,3,0,2,0,0,0,0,0,1,0,20,37,0,0,0,0,0,0,0,0,0
7126,90,88,82,71,94,5,42,0,0,8,37,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,50
7127,68,83,76,71,94,0,0,0,3,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7128,107,84,76,71,94,0,0,12,50,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,17,80,81,91,94,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,16,2,0,0,0,0,100
7130,76,79,77,71,94,0,0,0,48,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100
7131,74,77,76,72,94,0,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,70
7132,91,116,76,71,94,0,0,0,0,16,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,84,110,97,71,94,0,31,31,0,0,13,8,0,0,21,22,0,0,0,0,0,0,0,0,0,0,40
7134,114,77,80,71,94,0,0,5,60,43,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
7135,114,77,76,71,95,0,0,12,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7136,115,77,76,71,94,1,0,32,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,68,80,81,71,94,49,5,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,100
7138,74,77,77,89,104,44,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,0,0,40
7139,51,91,77,77,94,0,0,0,0,1,50,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,80
7140,18,131,81,71,94,0,2,2,2,0,0,0,0,43,16,0,0,0,0,0,0,0,0,0,0,0,0
7141,79,97,76,71,94,0,0,0,0,30,39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
7142,29,200,76,71,94,0,1,2,0,0,3,3,39,112,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,65,77,76,71,94,9,38,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7144,113,142,76,71,94,28,18,3,0,0,16,75,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,62,91,79,71,94,0,0,2,0,15,47,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,100
7146,61,77,76,71,94,37,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7147,110,112,76,71,94,0,0,0,0,2,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,78,109,90,71,94,0,4,2,0,63,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,30
7149,64,77,76,71,94,46,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7150,25,152,116,77,94,0,0,0,0,0,0,0,51,9,1,58,0,0,0,2,3,0,0,0,0,0,0
7151,94,77,76,71,94,0,0,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7152,132,77,76,71,94,0,19,46,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7153,18,77,121,89,94,0,0,2,3,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0
7154,74,102,116,71,94,0,0,6,58,1,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0
7155,83,115,76,71,94,1,1,44,19,0,2,1,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,75,149,81,74,94,0,0,0,1,2,3,111,24,0,0,0,0,0,4,2,0,0,0,0,0,0,0
7157,17,77,76,168,115,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0
7158,126,77,76,71,94,42,5,14,6,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,84,114,92,71,94,0,1,1,0,51,30,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0
7160,75,77,76,71,94,0,56,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7161,109,115,76,71,94,2,1,0,19,43,0,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,69,165,76,71,94,0,0,0,0,0,10,76,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,133,77,76,71,94,33,48,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,18,77,141,99,94,0,0,5,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0
7165,76,78,79,71,94,1,39,25,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,100
7166,74,78,77,71,94,0,0,44,22,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,100
7167,92,105,77,71,94,0,1,2,0,10,90,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7168,60,79,76,71,95,0,14,32,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
7169,90,101,76,71,94,44,19,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30
7170,61,77,76,71,94,3,0,0,28,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7171,58,78,81,71,94,2,0,0,9,37,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,100
7172,131,78,76,71,94,6,118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,16,95,120,83,94,2,1,0,0,0,0,0,0,16,3,0,0,10,31,1,0,0,0,0,0,0,0
7174,103,103,76,71,94,0,0,6,56,0,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7175,52,132,88,71,97,2,1,0,0,18,28,0,0,22,37,0,0,0,0,0,0,0,0,0,1,1,0
7176,79,77,76,71,94,0,3,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7177,44,96,76,71,94,0,0,5,2,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
7178,93,77,76,71,94,40,40,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,92,119,79,71,94,0,0,0,0,0,89,33,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
7180,117,77,87,85,94,2,1,0,43,65,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0
7181,59,77,77,72,94,0,0,16,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100
7182,72,112,124,71,94,25,37,0,0,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0
7183,133,140,76,71,94,0,0,0,47,31,27,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7184,59,98,76,71,94,0,5,4,0,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
7185,110,83,76,71,94,1,2,50,12,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,37,100,77,71,94,0,0,0,0,2,2,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10
7187,75,77,76,71,94,0,2,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7188,84,109,76,71,94,0,0,1,2,0,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,80,77,76,71,94,0,6,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7190,18,100,119,71,94,0,0,1,2,2,0,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0
7191,48,92,79,71,94,0,0,2,1,1,44,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,90
7192,103,79,76,71,94,0,0,5,74,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,73,78,76,71,94,0,12,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7194,87,93,76,71,94,0,49,1,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
7195,18,121,94,73,95,0,0,0,3,2,0,0,0,4,55,0,0,0,0,0,0,0,0,2,0,0,0
7196,131,77,77,73,94,64,16,32,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7197,72,77,127,73,94,50,12,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0
7198,117,77,76,71,94,37,27,1,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,57,99,102,71,94,1,0,23,23,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0
7200,13,139,142,71,94,0,0,0,0,0,0,0,0,0,23,94,0,0,0,0,0,0,0,0,0,0,0
7201,56,77,108,102,114,0,0,23,23,0,0,0,0,0,0,0,0,0,20,21,0,0,0,8,9,0,0
7202,46,89,77,71,94,0,0,0,0,3,42,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,100
7203,70,100,173,71,94,0,0,0,0,56,6,0,0,0,0,28,35,37,0,0,0,0,0,0,0,0,0
7204,77,116,76,71,94,1,2,0,0,0,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,122,122,76,71,94,0,2,1,31,47,5,56,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,92,79,76,71,94,0,37,29,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7207,81,106,79,71,94,0,0,2,0,0,79,20,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
7208,101,106,77,71,94,0,0,0,31,31,4,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7209,107,84,76,71,94,0,0,0,25,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,114,77,98,108,94,0,0,28,62,19,0,0,0,0,0,0,0,0,0,29,13,1,0,0,0,0,0
7211,62,77,76,89,140,1,7,41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0
7212,85,99,76,71,94,49,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
7213,90,111,106,71,94,0,1,49,32,0,0,0,0,0,22,36,0,0,0,0,0,0,0,0,0,0,0
7214,57,78,97,74,94,0,0,0,2,42,5,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,90
7215,87,95,112,75,104,0,71,8,0,0,0,0,0,0,0,28,17,0,2,0,0,0,0,0,7,0,0
7216,74,77,76,71,94,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7217,188,77,76,71,94,34,74,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7218,76,77,76,71,94,0,3,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7219,130,77,84,73,94,46,47,32,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
7220,95,99,76,71,94,1,1,0,9,37,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7221,94,120,81,74,94,38,16,0,0,0,0,53,24,0,0,0,0,0,3,3,0,0,0,0,0,0,0
7222,46,163,128,72,94,0,0,0,0,1,40,7,1,74,0,0,0,40,2,0,0,0,0,0,0,0,0
7223,46,92,76,71,94,2,0,0,0,1,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
7224,110,96,84,71,94,1,29,18,0,35,26,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0
7225,15,136,76,82,149,0,0,0,0,0,0,1,4,56,0,0,0,0,0,0,0,0,0,0,29,6,0
7226,130,77,76,90,102,71,8,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
7227,38,139,94,74,158,0,0,0,0,0,16,29,0,3,56,0,0,0,0,0,0,0,0,0,7,28,0
7228,75,77,76,71,94,0,0,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7229,41,92,77,96,94,0,0,0,0,0,27,19,0,0,0,0,0,0,0,0,2,16,0,0,0,0,70
7230,110,88,76,71,94,0,0,28,18,30,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7231,66,77,110,117,94,1,12,43,0,0,0,0,0,0,0,0,0,0,23,18,3,14,0,0,0,0,0
7232,134,78,76,71,94,0,0,8,100,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7233,91,102,76,71,94,23,23,0,0,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
7234,71,82,77,71,94,0,0,56,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,100
7235,116,157,85,71,94,0,0,62,0,8,54,0,0,49,26,0,0,0,0,0,0,0,0,0,0,0,0
7236,71,113,113,71,94,0,0,25,37,0,0,0,0,0,16,51,0,0,0,0,0,0,0,0,0,0,0
7237,93,101,76,71,94,2,1,0,24,23,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7238,56,131,81,71,94,0,32,14,0,0,0,0,0,44,15,0,0,0,0,0,0,0,0,0,0,0,0
7239,72,78,78,71,94,56,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100
7240,125,85,76,71,94,0,0,1,17,75,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,92,104,125,71,94,1,1,56,6,0,0,35,10,0,0,0,11,30,0,0,0,0,0,0,0,0,0
7242,67,77,76,71,94,0,1,43,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7243,15,77,105,195,94,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24,44,39,0,0,0,0,0
7244,74,79,76,71,94,3,1,1,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7245,73,80,76,71,94,1,3,1,0,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7246,87,104,76,71,94,0,0,32,14,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7247,19,115,120,71,94,0,2,1,3,0,0,1,0,0,8,66,0,0,0,0,0,0,0,0,0,0,0
7248,130,77,76,71,94,0,0,32,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7249,79,77,76,71,94,32,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
7250,124,87,76,71,94,2,1,20,45,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,60,132,77,71,94,0,0,0,0,0,58,4,21,24,0,1,0,0,0,0,0,0,0,0,0,0,0
7252,74,77,77,74,94,0,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100
7253,102,78,76,71,94,28,19,0,0,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,143,91,76,71,94,0,0,0,23,74,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,15,93,194,75,94,0,0,0,1,2,0,0,0,0,0,25,18,60,11,0,0,0,0,0,0,0,0
7256,71,78,76,72,94,0,43,13,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100
7257,36,99,79,126,94,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0
7258,46,146,82,74,94,0,0,0,0,0,0,33,72,0,0,1,0,0,3,3,0,0,0,0,0,0,0
7259,102,77,78,71,94,1,35,14,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7260,99,82,76,71,94,37,12,0,0,30,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,74,77,76,73,95,0,0,1,37,25,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100
7262,51,103,76,71,94,0,0,0,0,4,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,23,100,102,71,94,0,0,0,6,3,1,2,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0
7264,85,77,76,71,94,52,13,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7265,118,77,76,71,94,19,2,0,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7266,65,77,76,71,94,0,37,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7267,95,77,76,71,94,2,52,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,63,87,77,71,94,0,0,0,0,30,32,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,100
7269,87,77,79,81,150,0,79,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,26,9,0
7270,71,77,78,71,94,2,39,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100
7271,106,103,76,71,94,31,33,0,0,0,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272,57,77,76,76,103,0,0,14,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,60
7273,35,77,76,74,98,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,90
7274,117,77,77,72,94,32,70,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7275,151,119,76,71,94,22,119,0,4,1,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,77,77,76,71,94,2,1,44,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
7277,77,132,82,71,94,0,44,19,0,2,5,0,0,42,17,0,0,0,0,0,0,0,0,0,0,0,0
7278,78,91,82,71,94,0,0,62,0,6,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,90
7279,74,139,91,71,94,1,2,56,6,0,0,0,0,30,45,0,0,0,0,0,0,0,0,0,0,0,0
7280,46,94,76,71,94,3,2,2,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
7281,130,77,84,71,94,0,37,64,24,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
7282,138,89,76,71,94,0,63,19,3,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7283,36,150,103,71,94,0,0,0,0,1,0,31,30,0,31,27,0,0,0,0,0,0,0,0,0,0,0
7284,98,77,76,71,94,55,24,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7285,46,92,79,74,94,0,0,1,3,1,30,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0,90
7286,117,85,76,71,94,50,12,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7287,99,77,76,71,94,0,23,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,16,77,78,98,133,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,30,7,0,0
7289,57,89,85,118,94,0,1,3,1,8,42,4,0,0,0,0,0,0,0,0,29,11,0,0,0,0,0
7290,20,139,90,71,94,3,0,2,2,0,0,0,0,31,44,0,0,0,0,0,0,0,0,0,0,0,0
7291,119,77,76,71,94,0,0,19,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,84,102,76,71,94,37,9,0,0,2,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
7293,137,78,78,71,94,15,36,81,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7294,52,103,78,73,94,1,0,0,5,1,16,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
