,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime3,diffSeTime5,diffSeTime7,diffSeTime9,diffSeTime11,diffSeTime13,alpha,Se,goal
8368,125.0,-1.0,0.53,0.19,0.45,-1.3,-11.0,-11.0,-0.004,-2.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.02,-0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.6,0.02,-0.0006
8369,-460.0,-13.0,0.42,-0.04,0.96,0.2,-10.0,-11.0,0.006,2.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.019,-0.0008
8370,-510.0,-38.0,0.27,0.03,0.97,1.5,-9.0,3.0,-0.013,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.5,0.018,-0.001
8371,-203.0,-60.0,-0.31,-0.07,0.67,1.5,-8.0,10.0,-0.02,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0006
8372,288.0,-57.0,-0.25,-0.07,0.22,-0.5,-10.0,11.0,0.012,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0005
8373,501.0,-40.0,0.08,0.06,0.07,-0.7,-11.0,-2.0,0.017,-1.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.001
8374,314.0,-17.0,0.04,0.16,0.29,-0.1,-10.0,-14.0,-0.019,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0011
8375,55.0,-12.0,-0.3,0.19,0.53,-0.3,-10.0,-16.0,-0.021,-0.4,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.001
8376,-38.0,-11.0,-0.42,0.18,0.61,-0.6,-10.0,-16.0,-0.02,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,-0.001,-0.003,0.0,0.0,0.0,0.6,0.021,-0.0004
8377,-155.0,-16.0,-0.55,-0.12,0.63,-1.5,-11.0,7.0,0.017,2.1,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,-0.002,-0.001,0.0,0.0,0.0,-0.001,-0.001,0.5,0.017,-0.0003
8378,163.0,-16.0,-0.04,-0.18,0.28,-2.1,-12.0,24.0,0.031,0.9,0.017,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.4,0.015,-0.0004
8379,433.0,-10.0,0.33,-0.08,0.05,-1.9,-12.0,21.0,0.027,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.019,0.019,0.017,0.017,0.016,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.4,0.016,-0.0008
8380,310.0,3.0,0.65,0.19,0.31,-1.1,-11.0,-20.0,0.009,1.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.6,0.022,-0.0009
8381,174.0,6.0,0.59,0.22,0.43,-0.6,-11.0,-19.0,-0.011,-0.6,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.001
8382,-158.0,6.0,0.32,0.06,0.68,0.4,-10.0,-6.0,-0.018,1.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.0011
8383,-224.0,-8.0,-0.32,0.0,0.71,0.5,-10.0,2.0,-0.021,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0005
8384,-185.0,-12.0,-0.54,0.01,0.67,-0.2,-10.0,3.0,-0.018,-0.1,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.0,-0.001,-0.002,-0.002,-0.002,-0.001,0.0,0.5,0.018,-0.0004
8385,-161.0,-13.0,-0.56,-0.08,0.64,-0.5,-10.0,5.0,0.009,1.1,0.012,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.017,-0.002,0.0,-0.002,0.0,-0.001,-0.002,-0.002,0.5,0.017,-0.0003
8386,378.0,-11.0,-0.12,-0.25,0.03,-1.2,-11.0,39.0,0.027,-0.2,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.013,-0.0005
8387,701.0,-2.0,0.16,-0.27,-0.25,-1.2,-11.0,31.0,0.026,0.6,0.022,0.019,0.019,0.019,0.019,0.017,0.017,0.015,0.015,0.013,0.013,0.013,0.013,0.013,0.002,0.0,0.002,0.002,0.002,0.0,0.0,0.4,0.013,-0.0006
8388,946.0,10.0,0.34,0.11,-0.42,-1.0,-11.0,24.0,0.021,-4.8,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.019,0.019,0.019,0.019,0.017,0.0,0.0,0.0,0.001,0.002,0.0,0.002,0.4,0.017,-0.0009
8389,897.0,22.0,0.43,0.41,-0.2,-0.6,-11.0,-25.0,0.006,-4.0,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,-0.002,0.001,0.0,0.0,0.0,0.6,0.023,-0.0011
8390,531.0,37.0,0.39,0.26,0.14,-0.1,-10.0,-29.0,-0.015,0.8,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.001
8391,-162.0,42.0,-0.37,0.11,0.69,-0.3,-10.0,-9.0,-0.012,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.0006
8392,-379.0,30.0,-0.34,0.12,0.89,-1.5,-11.0,-8.0,0.014,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.5,0.02,-0.0005
8393,-307.0,19.0,-0.05,-0.04,0.77,-1.9,-12.0,5.0,0.02,0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0006
8394,-198.0,12.0,0.24,0.01,0.68,-1.7,-12.0,6.0,0.013,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
8395,-187.0,12.0,0.27,0.01,0.67,-1.7,-12.0,5.0,0.013,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
8396,-176.0,11.0,0.29,0.02,0.66,-1.6,-12.0,5.0,0.01,-0.3,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0008
8397,-433.0,3.0,-0.21,0.15,0.96,0.2,-10.0,-13.0,-0.008,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.02,0.0,0.0,0.0,0.0,-0.002,-0.002,-0.002,0.6,0.02,-0.0006
8398,39.0,-22.0,0.13,-0.06,0.44,-0.5,-10.0,10.0,0.008,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0007
8399,280.0,-6.0,0.27,0.01,0.25,0.7,-9.0,2.0,-0.001,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.5,0.018,-0.0009
8400,-82.0,10.0,-0.4,0.1,0.62,0.7,-9.0,-8.0,-0.011,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0006
8401,-258.0,-4.0,-0.27,0.06,0.76,-1.1,-11.0,-3.0,0.013,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0005
8402,-120.0,-20.0,0.35,-0.01,0.61,-0.9,-11.0,5.0,0.012,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0009
8403,-15.0,-23.0,0.44,0.06,0.53,0.4,-10.0,-2.0,-0.014,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.001
8404,-98.0,-26.0,-0.23,0.06,0.61,0.8,-9.0,-4.0,-0.02,-0.1,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.5,0.019,-0.0009
8405,-114.0,-27.0,-0.34,0.06,0.63,0.6,-9.0,-4.0,-0.018,0.0,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.0,0.0,-0.001,0.0,0.0,-0.002,0.0,0.5,0.019,-0.0004
8406,-75.0,-30.0,-0.51,0.14,0.6,-0.3,-10.0,-2.0,0.007,-2.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.0,0.0,0.0,-0.001,-0.001,-0.001,-0.002,0.5,0.019,-0.0003
8407,126.0,-30.0,0.18,-0.04,0.37,-0.8,-11.0,9.0,0.025,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.5,0.017,-0.0008
8408,156.0,-23.0,0.54,0.18,0.42,0.2,-10.0,-13.0,-0.006,-1.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0013
8409,-27.0,-22.0,0.38,0.15,0.59,0.9,-9.0,-14.0,-0.013,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0012
8410,-338.0,-29.0,-0.33,0.06,0.83,1.0,-9.0,-2.0,-0.032,0.8,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.5,0.019,-0.0005
8411,-354.0,-39.0,-0.74,0.07,0.81,0.1,-10.0,10.0,-0.013,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.019,-0.001,0.0,0.0,0.0,-0.001,-0.001,-0.002,0.5,0.019,-0.0003
8412,-250.0,-51.0,-0.26,-0.11,0.7,-1.3,-11.0,9.0,0.029,2.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0005
8413,-97.0,-58.0,0.43,0.06,0.61,-0.8,-11.0,-2.0,0.011,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.5,0.018,-0.0007
8414,-40.0,-61.0,0.55,0.04,0.55,0.4,-10.0,1.0,-0.005,-0.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0008
8415,-35.0,-61.0,0.52,0.01,0.54,0.7,-9.0,1.0,-0.006,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0009
8416,-19.0,-62.0,0.46,0.03,0.53,1.2,-9.0,1.0,-0.01,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.5,0.018,-0.0012
8417,-77.0,-63.0,0.25,0.08,0.62,1.7,-8.0,-11.0,-0.018,0.4,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.019,-0.001
8418,-242.0,-67.0,-0.25,-0.16,0.74,1.7,-8.0,-8.0,-0.025,3.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.5,0.017,-0.0004
8419,221.0,-65.0,-0.1,-0.03,0.29,0.1,-10.0,8.0,0.019,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0006
8420,285.0,-54.0,0.24,0.12,0.31,0.4,-10.0,-14.0,0.005,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0009
8421,193.0,-50.0,0.29,0.13,0.37,0.7,-9.0,-9.0,0.004,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.001
8422,35.0,-47.0,0.19,0.17,0.54,1.0,-9.0,-16.0,-0.016,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0008
8423,109.0,-52.0,-0.29,-0.14,0.35,0.6,-9.0,18.0,-0.006,0.4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.015,-0.0006
8424,250.0,-50.0,-0.32,-0.13,0.22,0.4,-10.0,17.0,-0.005,-0.2,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.4,0.015,-0.0005
8425,536.0,-23.0,0.01,-0.01,0.01,-0.5,-10.0,4.0,0.012,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0006
8426,311.0,8.0,0.3,0.23,0.31,0.2,-10.0,-23.0,0.005,0.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-0.001
8427,-258.0,8.0,0.12,0.19,0.8,1.1,-9.0,-16.0,-0.019,-1.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0009
8428,-559.0,-24.0,-0.49,0.06,1.03,0.2,-10.0,-3.0,-0.012,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.0,0.0,0.0,0.0,0.0,-0.002,-0.002,0.5,0.018,-0.0006
8429,-470.0,-35.0,-0.59,-0.04,0.9,-0.6,-10.0,12.0,-0.008,-0.9,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.0,0.0,-0.001,-0.001,0.001,-0.001,0.0,0.5,0.016,-0.0004
8430,-282.0,-46.0,-0.38,-0.08,0.73,-1.5,-11.0,11.0,0.02,0.3,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.0,0.0,0.0,0.0,0.0,-0.001,-0.002,0.5,0.016,-0.0003
8431,21.0,-50.0,0.04,-0.14,0.42,-1.8,-12.0,19.0,0.027,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.015,-0.0004
8432,183.0,-49.0,0.25,-0.14,0.27,-1.6,-12.0,21.0,0.025,-0.2,0.019,0.018,0.018,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.4,0.015,-0.0005
8433,304.0,-46.0,0.39,-0.14,0.16,-1.4,-11.0,20.0,0.024,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.015,0.015,0.015,0.0,0.0,0.0,0.001,0.002,0.001,0.0,0.4,0.015,-0.0008
8434,431.0,-41.0,0.55,0.25,0.13,-1.1,-11.0,5.0,0.017,-5.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.5,0.019,-0.0012
8435,145.0,-31.0,0.43,0.18,0.44,0.2,-10.0,-17.0,-0.031,0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0007
8436,-262.0,-34.0,-0.06,0.14,0.79,0.4,-10.0,-11.0,-0.003,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,-0.001,0.0,0.0,0.0,0.0,-0.002,0.0,0.6,0.02,-0.0006
8437,-163.0,-55.0,0.11,-0.08,0.6,0.4,-10.0,16.0,0.005,-1.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,-0.0009
8438,-21.0,-56.0,0.16,-0.11,0.47,0.5,-9.0,15.0,0.005,0.2,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,-0.001
8439,273.0,-52.0,-0.03,-0.18,0.18,0.8,-9.0,23.0,-0.017,0.9,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.015,-0.0009
8440,554.0,-43.0,-0.25,-0.16,-0.08,0.6,-9.0,20.0,-0.016,0.2,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.016,0.015,0.001,0.0,0.0,0.0,0.0,0.002,0.002,0.4,0.015,-0.0007
8441,329.0,-10.0,-0.36,0.15,0.26,-0.9,-11.0,-13.0,0.004,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0005
8442,-211.0,-4.0,0.01,0.25,0.78,-1.6,-12.0,-22.0,0.015,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.6,0.022,-0.001
8443,-463.0,-11.0,0.2,0.23,1.01,-1.5,-11.0,-21.0,0.016,0.2,0.017,0.017,0.017,0.016,0.016,0.018,0.018,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0.0,0.0,-0.003,-0.003,0.0,-0.003,0.0,0.6,0.022,-0.0009
8444,-527.0,-26.0,0.15,-0.17,0.93,-1.2,-11.0,16.0,-0.008,0.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,-0.0008
8445,-402.0,-30.0,0.11,-0.17,0.79,-1.1,-11.0,23.0,-0.008,0.4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.4,0.015,-0.0007
8446,142.0,11.0,0.12,0.09,0.4,0.5,-10.0,-7.0,-0.003,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.001
8447,19.0,14.0,0.0,0.15,0.53,0.7,-9.0,-9.0,-0.021,-1.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.0009
8448,-127.0,13.0,-0.27,0.13,0.66,0.5,-10.0,-11.0,-0.019,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.6,0.02,-0.0006
8449,-226.0,4.0,-0.3,0.07,0.73,-0.7,-11.0,-3.0,0.012,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.5,0.019,-0.0005
8450,-173.0,-6.0,0.02,0.0,0.65,-1.0,-11.0,4.0,0.014,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0008
8451,-95.0,-10.0,0.25,0.03,0.58,-0.8,-11.0,4.0,0.007,-0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0009
8452,-84.0,-10.0,0.24,0.06,0.59,-0.6,-11.0,0.0,-0.003,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.001
8453,-99.0,-13.0,0.1,0.08,0.61,-0.3,-10.0,-4.0,-0.018,-0.3,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.0,-0.002,0.0,0.0,0.0,-0.002,0.0,0.5,0.019,-0.0011
8454,-61.0,-15.0,-0.16,-0.06,0.53,-0.3,-10.0,9.0,-0.019,0.9,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0004
8455,131.0,-8.0,0.45,0.04,0.39,-0.9,-11.0,1.0,0.021,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0008
8456,139.0,-5.0,0.67,0.04,0.38,-0.2,-10.0,0.0,0.017,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0014
8457,33.0,-2.0,0.49,0.14,0.52,1.2,-9.0,-11.0,-0.03,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.5,0.02,-0.0012
8458,-55.0,-2.0,0.15,0.09,0.59,1.5,-9.0,-10.0,-0.046,0.8,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,-0.002,-0.001,-0.001,0.0,0.0,0.0,0.5,0.019,-0.0007
8459,-162.0,-6.0,-0.51,0.18,0.67,1.0,-9.0,-2.0,-0.015,-2.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,-0.001,0.0,0.0,0.0,-0.001,-0.001,-0.001,0.5,0.02,-0.0006
8460,-243.0,-10.0,-0.52,0.06,0.75,0.5,-10.0,-6.0,0.002,1.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.0,0.0,0.0,-0.001,-0.001,0.0,0.5,0.019,-0.0004
