,a1,a2,a3,a4,a5,y2,y1
5948,0.820452,0.913242,0.392335,0.731758,0.697795,0.196834,0.065384
5949,0.807087,0.901505,0.392543,0.731951,0.699115,0.196486,0.066422
5950,0.793722,0.898457,0.386295,0.722482,0.696617,0.211293,0.059401
5951,0.783063,0.914165,0.361008,0.71002,0.702727,0.271601,0.05238
5952,0.783599,0.921348,0.333264,0.723888,0.707323,0.342939,0.045359
5953,0.793391,0.917038,0.318502,0.727971,0.693251,0.350897,0.038338
5954,0.803184,0.915958,0.299185,0.726837,0.688537,0.358854,0.031317
5955,0.812976,0.9115,0.303465,0.705746,0.690906,0.315008,0.03052
5956,0.820945,0.90201,0.315154,0.707515,0.694319,0.2423,0.037863
5957,0.829731,0.910264,0.312645,0.712787,0.69338,0.220433,0.045206
5958,0.844739,0.91507,0.320533,0.709828,0.688267,0.198565,0.052549
5959,0.854786,0.891822,0.330654,0.734389,0.694494,0.176698,0.059892
5960,0.855374,0.887173,0.339375,0.758496,0.699138,0.154831,0.067235
5961,0.852864,0.890586,0.344413,0.760431,0.702949,0.142184,0.074578
5962,0.84536,0.887556,0.3501,0.748638,0.702891,0.141593,0.081921
5963,0.836198,0.893999,0.362705,0.736845,0.697233,0.141002,0.089264
5964,0.825506,0.904169,0.366267,0.737779,0.696969,0.14041,0.096607
5965,0.81623,0.901592,0.366964,0.733651,0.699373,0.153217,0.09959
5966,0.81057,0.895375,0.354115,0.721008,0.702609,0.183544,0.096871
5967,0.804911,0.91056,0.335343,0.735591,0.699783,0.213871,0.094152
5968,0.803069,0.912023,0.327492,0.740999,0.700065,0.227307,0.091433
5969,0.807866,0.903211,0.321047,0.736101,0.705717,0.218654,0.088714
5970,0.812438,0.897325,0.31839,0.739695,0.704404,0.210001,0.085995
5971,0.811273,0.909411,0.310497,0.746023,0.701702,0.201348,0.083276
5972,0.812141,0.909655,0.298381,0.720101,0.702347,0.192695,0.080557
5973,0.818614,0.892763,0.302306,0.691322,0.702992,0.184043,0.077838
5974,0.818457,0.891509,0.309817,0.73008,0.698165,0.17539,0.075119
5975,0.816739,0.901818,0.307357,0.743216,0.696277,0.166737,0.075517
5976,0.821894,0.897639,0.311191,0.714216,0.702762,0.158084,0.079989
5977,0.827049,0.899676,0.319063,0.707798,0.697532,0.149431,0.084461
5978,0.833251,0.89285,0.330826,0.720838,0.691551,0.140778,0.088933
5979,0.837,0.87911,0.334745,0.737575,0.699291,0.132125,0.093405
5980,0.836579,0.887103,0.337984,0.744288,0.699502,0.123472,0.097877
5981,0.840043,0.900007,0.349411,0.740716,0.693146,0.118879,0.102349
5982,0.842217,0.911936,0.352112,0.732688,0.690249,0.119595,0.106821
5983,0.841062,0.913103,0.362375,0.72729,0.691258,0.12031,0.111293
5984,0.840995,0.893529,0.366253,0.741071,0.697426,0.121026,0.113557
5985,0.835458,0.881583,0.363544,0.740277,0.699033,0.121742,0.112935
5986,0.827053,0.895201,0.361935,0.739484,0.698857,0.122458,0.112314
5987,0.828375,0.90962,0.363085,0.71628,0.691868,0.123174,0.111692
5988,0.831951,0.899781,0.359989,0.702231,0.689159,0.12389,0.11107
5989,0.828925,0.894835,0.354356,0.717992,0.693838,0.124605,0.110448
5990,0.835111,0.901557,0.354208,0.722414,0.697027,0.125321,0.109826
5991,0.841253,0.89729,0.358163,0.72136,0.701378,0.126037,0.109205
5992,0.836501,0.894208,0.367636,0.728016,0.699443,0.126753,0.108583
5993,0.830695,0.895514,0.375551,0.740478,0.697508,0.127469,0.107961
5994,0.831917,0.897177,0.378663,0.741328,0.697707,0.128184,0.107339
5995,0.833397,0.908801,0.371837,0.733289,0.697884,0.147083,0.106717
5996,0.831379,0.905614,0.366053,0.722233,0.70017,0.170675,0.106095
5997,0.832343,0.902201,0.36238,0.719341,0.697086,0.169313,0.105474
5998,0.833654,0.90861,0.360694,0.724149,0.694483,0.16795,0.104852
5999,0.831469,0.90248,0.364364,0.723231,0.701583,0.166588,0.10423
6000,0.832918,0.904239,0.367155,0.705712,0.702727,0.165225,0.103608
6001,0.838522,0.905249,0.367098,0.709544,0.702379,0.163863,0.102986
6002,0.844126,0.902184,0.371335,0.714602,0.700326,0.162501,0.102364
6003,0.847781,0.900913,0.375571,0.722618,0.698274,0.161138,0.101743
6004,0.84921,0.886076,0.374942,0.730238,0.699519,0.159776,0.101121
6005,0.846285,0.879284,0.370243,0.722993,0.704532,0.158413,0.10136
6006,0.842424,0.891979,0.378711,0.743233,0.703471,0.157051,0.102723
6007,0.843181,0.907373,0.390078,0.736645,0.695468,0.155688,0.104087
6008,0.846251,0.900686,0.387141,0.730352,0.697274,0.154326,0.105451
6009,0.848202,0.903403,0.381176,0.728401,0.697321,0.152963,0.106224
6010,0.848437,0.90948,0.385456,0.72424,0.691656,0.151601,0.106224
6011,0.850062,0.897969,0.393314,0.739514,0.695257,0.150238,0.106224
6012,0.849894,0.900408,0.398135,0.733561,0.697543,0.148876,0.106224
6013,0.847451,0.895706,0.405027,0.742292,0.69983,0.147513,0.106224
6014,0.840838,0.894748,0.406113,0.747724,0.700475,0.146151,0.106224
6015,0.832433,0.900286,0.402675,0.737269,0.699244,0.144788,0.106224
6016,0.824027,0.901923,0.396036,0.734887,0.699408,0.155093,0.096716
6017,0.815621,0.895497,0.387938,0.727902,0.705107,0.180653,0.074773
6018,0.811975,0.892588,0.377071,0.726689,0.709448,0.206213,0.052831
6019,0.813768,0.898692,0.370075,0.711018,0.707091,0.219447,0.042719
6020,0.815561,0.900129,0.365579,0.699617,0.704734,0.216562,0.048079
6021,0.813458,0.895897,0.361083,0.728447,0.702377,0.213676,0.053439
6022,0.811557,0.897499,0.351893,0.744974,0.70002,0.210791,0.058799
6023,0.814975,0.90147,0.344839,0.74744,0.703442,0.207906,0.064159
6024,0.818393,0.898892,0.348039,0.749906,0.704028,0.20502,0.069519
6025,0.819275,0.887416,0.348687,0.752373,0.705154,0.202135,0.074879
6026,0.817258,0.887329,0.351623,0.720509,0.704861,0.199249,0.080239
6027,0.817437,0.905005,0.358658,0.710451,0.696523,0.171217,0.085599
6028,0.817616,0.904883,0.364189,0.732767,0.695866,0.13417,0.090959
6029,0.8183,0.892571,0.370353,0.740217,0.697321,0.128337,0.096319
6030,0.818367,0.889454,0.378831,0.728549,0.697743,0.122504,0.101679
6031,0.819208,0.899101,0.38899,0.703846,0.694612,0.116672,0.107039
6032,0.823112,0.891927,0.390906,0.730805,0.697438,0.110839,0.112399
6033,0.822832,0.899502,0.392879,0.735103,0.698513,0.105006,0.121002
6034,0.822551,0.903908,0.403208,0.713502,0.694584,0.099174,0.133846
6035,0.824873,0.891692,0.415258,0.724523,0.690656,0.093341,0.146689
6036,0.830169,0.883725,0.430293,0.732586,0.692008,0.087508,0.159533
6037,0.830836,0.894591,0.448277,0.711007,0.692008,0.081675,0.172377
6038,0.826213,0.901505,0.477207,0.720974,0.683565,0.071864,0.239302
6039,0.821589,0.897952,0.502606,0.730754,0.68883,0.056851,0.313757
6040,0.816966,0.906694,0.507471,0.723526,0.698065,0.041837,0.305573
6041,0.814501,0.903176,0.527527,0.725306,0.693932,0.035601,0.254039
6042,0.820228,0.890603,0.537951,0.720158,0.699854,0.040842,0.194759
6043,0.826381,0.886076,0.535103,0.734853,0.699865,0.046083,0.199482
6044,0.82554,0.898196,0.545631,0.742655,0.691152,0.051324,0.204204
6045,0.8247,0.902306,0.558698,0.709085,0.692571,0.056565,0.208927
6046,0.823859,0.900756,0.56329,0.696243,0.69616,0.061806,0.213649
6047,0.825372,0.894069,0.56907,0.705904,0.698106,0.067047,0.204698
6048,0.82828,0.886511,0.572454,0.733742,0.697168,0.072288,0.177866
6049,0.829709,0.892519,0.577742,0.770584,0.695081,0.077529,0.151034
6050,0.825921,0.901017,0.581804,0.757158,0.693779,0.08277,0.139317
6051,0.822564,0.896176,0.582047,0.716529,0.70017,0.088011,0.147367
6052,0.826515,0.896019,0.583433,0.712402,0.705518,0.097447,0.133053
6053,0.828596,0.905928,0.574927,0.704595,0.707886,0.112366,0.108061
6054,0.82854,0.906294,0.57868,0.72441,0.700358,0.127286,0.107345
6055,0.828484,0.898039,0.579634,0.732994,0.701026,0.142205,0.10663
6056,0.825394,0.897081,0.565747,0.744299,0.704498,0.171153,0.080063
6057,0.825036,0.905736,0.549446,0.750485,0.700651,0.218446,0.046645
6058,0.82721,0.898039,0.539777,0.730499,0.704357,0.251783,0.048473
6059,0.824184,0.89696,0.528259,0.718888,0.704533,0.266871,0.050302
6060,0.825996,0.905841,0.513959,0.738992,0.706374,0.28196,0.05213
6061,0.833337,0.900878,0.502385,0.739162,0.708637,0.297048,0.053959
6062,0.840678,0.896106,0.490124,0.721201,0.703876,0.312137,0.055787
6063,0.845063,0.888357,0.48312,0.73169,0.703524,0.314002,0.057616
6064,0.846072,0.886197,0.479451,0.723616,0.703172,0.298576,0.059444
6065,0.848493,0.888113,0.474701,0.717606,0.704626,0.28315,0.061273
6066,0.852528,0.894957,0.467778,0.743154,0.701003,0.267723,0.063102
6067,0.85366,0.905214,0.468393,0.744855,0.696523,0.252297,0.06493
6068,0.851474,0.895984,0.470333,0.726032,0.700393,0.244149,0.066759
6069,0.846308,0.883446,0.462544,0.728367,0.704263,0.245519,0.068587
6070,0.842559,0.887138,0.455749,0.724841,0.700745,0.246889,0.070416
6071,0.844324,0.904326,0.455563,0.735557,0.693463,0.248259,0.072244
6072,0.847227,0.896315,0.455069,0.728571,0.695304,0.249629,0.074073
6073,0.851429,0.89945,0.445946,0.728424,0.697766,0.250999,0.075901
6074,0.852337,0.897848,0.439493,0.73635,0.701096,0.228891,0.07773
6075,0.852814,0.897325,0.44189,0.729144,0.699244,0.195404,0.079981
6076,0.8571,0.906799,0.444885,0.734502,0.695245,0.187184,0.082783
6077,0.861113,0.895601,0.444869,0.732835,0.700534,0.178964,0.085586
6078,0.860928,0.894469,0.450698,0.736713,0.699701,0.170744,0.088388
6079,0.856305,0.898823,0.459188,0.739752,0.697192,0.162524,0.09119
6080,0.849289,0.893668,0.467084,0.737836,0.699631,0.154304,0.093993
6081,0.839538,0.896872,0.468286,0.73296,0.702633,0.158127,0.09284
6082,0.829788,0.900321,0.453298,0.718276,0.707065,0.177697,0.086516
6083,0.825764,0.905841,0.434442,0.733017,0.702035,0.197267,0.080191
6084,0.832208,0.914409,0.431539,0.730715,0.688772,0.216837,0.073866
6085,0.839082,0.908749,0.428765,0.727846,0.688895,0.236407,0.067541
6086,0.841324,0.907452,0.41739,0.743335,0.69338,0.235493,0.061217
6087,0.843565,0.900791,0.419746,0.727347,0.697866,0.207793,0.054892
6088,0.843898,0.884195,0.430323,0.740172,0.702351,0.180094,0.070493
6089,0.842049,0.871239,0.438222,0.750604,0.703184,0.164676,0.095336
6090,0.840199,0.895897,0.438429,0.735749,0.69426,0.165321,0.094772
6091,0.83835,0.899345,0.442338,0.718287,0.695949,0.165965,0.094208
6092,0.835246,0.887277,0.441428,0.695688,0.702445,0.166609,0.093644
6093,0.834433,0.906485,0.427781,0.724727,0.69684,0.167254,0.09308
6094,0.837879,0.895845,0.428746,0.746454,0.702234,0.167898,0.092516
6095,0.837285,0.889523,0.426737,0.747451,0.702703,0.168542,0.091951
6096,0.834937,0.893912,0.424521,0.735194,0.701038,0.169187,0.091387
6097,0.835862,0.887974,0.428866,0.711443,0.703161,0.169831,0.090823
6098,0.835806,0.884578,0.420421,0.735001,0.702715,0.170475,0.090259
6099,0.834629,0.87352,0.414042,0.734944,0.70703,0.17112,0.089695
6100,0.831099,0.889245,0.414826,0.725045,0.699807,0.171764,0.089131
6101,0.830292,0.904587,0.418841,0.72458,0.694999,0.172408,0.088567
6102,0.831984,0.900808,0.417024,0.739174,0.70017,0.173053,0.088002
6103,0.829463,0.89588,0.412771,0.749878,0.702809,0.173697,0.087438
6104,0.830903,0.893825,0.409122,0.73313,0.70293,0.174341,0.086874
6105,0.836871,0.905266,0.400376,0.73863,0.700174,0.174986,0.08631
6106,0.83985,0.901278,0.401584,0.727755,0.697418,0.17563,0.085746
6107,0.839413,0.890865,0.415064,0.726769,0.698001,0.175893,0.085182
6108,0.838976,0.892989,0.417803,0.741419,0.697063,0.175656,0.084617
6109,0.838538,0.899258,0.409942,0.721689,0.693228,0.17542,0.084053
6110,0.838101,0.890499,0.409425,0.728073,0.699455,0.175183,0.083489
6111,0.842889,0.893355,0.411117,0.72636,0.700358,0.174947,0.082925
6112,0.851609,0.913294,0.405484,0.72526,0.692231,0.17471,0.082361
6113,0.856055,0.907251,0.404817,0.743619,0.693497,0.174474,0.081797
6114,0.858283,0.889558,0.410046,0.742179,0.698423,0.174237,0.081232
6115,0.86051,0.893355,0.417759,0.74024,0.699572,0.174001,0.080864
6116,0.862738,0.904848,0.413345,0.726508,0.696406,0.173764,0.080751
6117,0.863873,0.903803,0.415444,0.734366,0.695456,0.173528,0.080638
6118,0.863761,0.902027,0.418901,0.725997,0.697039,0.173291,0.080524
6119,0.863649,0.910508,0.407048,0.71146,0.695339,0.173055,0.080411
6120,0.865315,0.911797,0.406285,0.760276,0.693251,0.172819,0.080298
6121,0.867053,0.896228,0.410494,0.764392,0.699033,0.172582,0.080185
6122,0.866548,0.898196,0.403443,0.727982,0.700135,0.172346,0.080072
6123,0.868868,0.895984,0.404407,0.727177,0.696547,0.172109,0.079959
6124,0.870258,0.889698,0.404738,0.724705,0.69684,0.171873,0.079846
6125,0.865366,0.906381,0.403153,0.732614,0.691551,0.171636,0.079733
6126,0.858725,0.920747,0.410489,0.718071,0.687083,0.1714,0.079619
6127,0.858008,0.918327,0.402259,0.735477,0.690167,0.190149,0.079506
6128,0.855587,0.911953,0.391392,0.748597,0.700006,0.213138,0.079393
6129,0.849838,0.901661,0.39175,0.738108,0.705459,0.209205,0.07928
6130,0.851351,0.89588,0.390201,0.719557,0.70526,0.205272,0.079167
6131,0.849255,0.903455,0.384065,0.696546,0.706198,0.201339,0.079054
6132,0.849703,0.906137,0.375158,0.713328,0.704791,0.197406,0.078941
6133,0.857773,0.896716,0.369382,0.73011,0.703383,0.193473,0.078828
6134,0.862547,0.886023,0.365846,0.740489,0.704357,0.18954,0.078715
6135,0.860444,0.89891,0.372504,0.751885,0.701155,0.185607,0.078601
6136,0.854784,0.906032,0.383491,0.74947,0.696805,0.181674,0.078488
6137,0.849124,0.901365,0.39069,0.736736,0.694483,0.177741,0.078375
6138,0.848459,0.890778,0.389657,0.73245,0.698083,0.173808,0.078262
6139,0.847148,0.885501,0.389539,0.741385,0.69976,0.169875,0.078149
6140,0.841556,0.901557,0.391338,0.725703,0.691832,0.165942,0.078036
6141,0.845019,0.902045,0.386907,0.703506,0.693943,0.162009,0.077923
6142,0.850819,0.895009,0.379522,0.743222,0.69745,0.159874,0.07781
6143,0.851911,0.896681,0.372996,0.729558,0.699021,0.160089,0.077696
6144,0.852298,0.89487,0.370946,0.706562,0.701155,0.160304,0.077583
6145,0.851878,0.892972,0.373848,0.721904,0.701976,0.160519,0.07747
6146,0.85338,0.898353,0.371897,0.71357,0.702844,0.160734,0.077357
6147,0.852998,0.890116,0.364881,0.72373,0.708238,0.160948,0.077244
6148,0.851721,0.88719,0.362289,0.738437,0.711076,0.161163,0.077131
6149,0.854747,0.897029,0.359029,0.7449,0.704615,0.161378,0.077643
6150,0.857773,0.898875,0.359051,0.741147,0.700909,0.161593,0.078971
6151,0.855621,0.897046,0.360776,0.725533,0.702633,0.161808,0.0803
6152,0.854926,0.908183,0.364351,0.725703,0.695556,0.162023,0.081629
6153,0.860031,0.903089,0.366324,0.715951,0.695468,0.155192,0.082958
6154,0.862132,0.894034,0.366581,0.744231,0.697637,0.139146,0.084287
6155,0.865999,0.898492,0.372247,0.788851,0.696641,0.123101,0.085616
6156,0.867529,0.896385,0.39019,0.760911,0.694248,0.107055,0.108538
6157,0.864083,0.897464,0.412648,0.721927,0.690214,0.098656,0.136397
6158,0.858165,0.900756,0.41736,0.705258,0.696429,0.100254,0.133785
6159,0.854523,0.88207,0.418639,0.712322,0.705752,0.101853,0.131173
6160,0.850981,0.905649,0.423067,0.74651,0.693967,0.103452,0.128562
6161,0.847013,0.919285,0.428259,0.743789,0.691211,0.105051,0.12595
6162,0.845332,0.896559,0.436202,0.721587,0.698775,0.10665,0.123338
6163,0.842783,0.882488,0.433947,0.712787,0.704532,0.108249,0.120727
6164,0.845388,0.894156,0.429088,0.724024,0.699197,0.109848,0.118115
6165,0.846151,0.908941,0.437369,0.733028,0.692817,0.111447,0.115503
6166,0.847238,0.90659,0.446827,0.706097,0.687517,0.113046,0.112892
6167,0.846789,0.899241,0.45763,0.71899,0.681677,0.113451,0.115646
6168,0.84141,0.898004,0.462033,0.746964,0.692091,0.112295,0.125417
6169,0.832186,0.900164,0.469147,0.740512,0.699033,0.111139,0.135189
6170,0.821393,0.899781,0.480927,0.727131,0.696218,0.109983,0.14496
6171,0.816809,0.898248,0.482228,0.734559,0.698329,0.108827,0.150134
6172,0.818378,0.889837,0.47874,0.742473,0.699994,0.107671,0.149297
6173,0.818927,0.898039,0.47595,0.725226,0.699068,0.106515,0.148459
6174,0.817157,0.906746,0.480919,0.719852,0.699994,0.105359,0.147622
6175,0.815223,0.897517,0.488615,0.722743,0.699079,0.104203,0.146784
6176,0.809928,0.896437,0.491274,0.705768,0.700135,0.103047,0.145947
6177,0.808084,0.90093,0.497044,0.731939,0.699056,0.101891,0.145109
6178,0.810186,0.89534,0.499843,0.744946,0.695538,0.100735,0.144272
6179,0.807109,0.894731,0.500277,0.734014,0.696042,0.099579,0.143434
6180,0.798115,0.897952,0.511819,0.723219,0.698311,0.098423,0.142597
6181,0.796456,0.898962,0.523894,0.728515,0.697344,0.097267,0.141759
6182,0.796094,0.888165,0.521955,0.756364,0.700276,0.126473,0.114193
6183,0.787633,0.889419,0.506274,0.744299,0.701671,0.165089,0.077106
6184,0.779171,0.899485,0.496189,0.754743,0.705822,0.164087,0.073273
6185,0.773991,0.900999,0.497301,0.76406,0.706338,0.163085,0.069441
6186,0.772562,0.904134,0.498191,0.753117,0.697133,0.162082,0.065609
6187,0.776899,0.896733,0.492554,0.742175,0.697872,0.16108,0.061777
6188,0.77802,0.900059,0.491001,0.712606,0.697825,0.160078,0.057945
6189,0.776328,0.897569,0.495131,0.704532,0.699396,0.159076,0.054113
6190,0.779522,0.88914,0.493742,0.768611,0.69759,0.158074,0.05028
6191,0.772708,0.902619,0.489449,0.789736,0.692747,0.157072,0.046448
6192,0.766174,0.908227,0.496085,0.731395,0.690613,0.15607,0.042616
6193,0.768751,0.89527,0.472173,0.691707,0.700862,0.256017,0.038784
6194,0.767956,0.895654,0.414105,0.707628,0.713586,0.439766,0.034952
6195,0.764543,0.901435,0.374471,0.684314,0.712389,0.508119,0.03112
6196,0.766644,0.899467,0.377475,0.633526,0.708907,0.37558,0.050536
6197,0.766745,0.907356,0.411355,0.737269,0.694412,0.182338,0.08002
6198,0.767306,0.892449,0.43017,0.80349,0.692383,0.154379,0.082914
6199,0.771004,0.889959,0.433182,0.747213,0.691938,0.150231,0.085808
6200,0.774702,0.893877,0.43038,0.706732,0.698552,0.146082,0.088702
6201,0.783344,0.89339,0.437582,0.692116,0.706291,0.141933,0.091596
6202,0.791436,0.892345,0.450059,0.709748,0.704486,0.137784,0.09449
6203,0.797073,0.894939,0.455386,0.695223,0.702727,0.133635,0.097384
6204,0.804156,0.897517,0.461544,0.688878,0.698118,0.129486,0.100278
6205,0.806846,0.893842,0.469817,0.703081,0.699045,0.125337,0.103172
6206,0.810791,0.899781,0.476909,0.742723,0.691903,0.121188,0.106067
6207,0.81617,0.890969,0.483294,0.762782,0.69501,0.117039,0.108961
6208,0.818098,0.878622,0.488008,0.736203,0.700581,0.11289,0.111855
6209,0.819062,0.883916,0.493222,0.709952,0.696371,0.108741,0.114749
6210,0.819746,0.902584,0.50013,0.704668,0.691926,0.104593,0.117643
6211,0.82006,0.903716,0.495147,0.713524,0.701003,0.122784,0.107016
6212,0.822256,0.903803,0.487596,0.722301,0.70404,0.149326,0.078708
6213,0.825075,0.901069,0.491395,0.733754,0.697661,0.148586,0.063038
6214,0.831883,0.89339,0.489028,0.742383,0.696359,0.147846,0.063894
6215,0.836574,0.894208,0.491857,0.75303,0.691961,0.147106,0.06475
6216,0.838843,0.901853,0.498632,0.705337,0.693146,0.146366,0.065606
6217,0.839583,0.904117,0.498307,0.69977,0.696113,0.145626,0.066462
6218,0.840222,0.90248,0.504292,0.729388,0.697766,0.144886,0.067318
6219,0.842744,0.8983,0.50421,0.727664,0.701789,0.144146,0.068174
6220,0.846873,0.896585,0.495172,0.727358,0.700827,0.143406,0.06903
6221,0.852841,0.902462,0.495207,0.714091,0.696957,0.142666,0.069886
6222,0.857201,0.897186,0.497356,0.74236,0.698997,0.141926,0.070743
6223,0.85682,0.886842,0.499488,0.737666,0.704755,0.141186,0.071599
6224,0.850925,0.895392,0.506739,0.71967,0.702445,0.140446,0.072455
6225,0.846991,0.905022,0.513093,0.712844,0.701366,0.139706,0.073311
6226,0.845971,0.911204,0.505309,0.695007,0.701542,0.149095,0.074167
6227,0.842441,0.918971,0.491287,0.717924,0.700428,0.171727,0.073071
6228,0.84248,0.916611,0.488601,0.687263,0.702598,0.19436,0.069421
6229,0.846599,0.913346,0.48782,0.683679,0.684925,0.208125,0.065772
6230,0.848246,0.916359,0.483465,0.74287,0.672507,0.210294,0.062123
6231,0.847069,0.919598,0.472539,0.771343,0.681525,0.212463,0.058474
6232,0.845893,0.901487,0.470997,0.756455,0.691469,0.214632,0.057414
6233,0.844716,0.893651,0.476718,0.713955,0.697614,0.216802,0.059739
6234,0.846207,0.892762,0.470484,0.702911,0.700463,0.218971,0.062065
6235,0.846352,0.898805,0.461487,0.730919,0.697438,0.22114,0.06439
6236,0.84438,0.917526,0.459779,0.724784,0.687822,0.223309,0.060514
6237,0.845725,0.900338,0.458071,0.706585,0.699982,0.225478,0.048529
6238,0.845161,0.899676,0.452204,0.688385,0.704931,0.227647,0.042103
6239,0.842415,0.903176,0.438487,0.727971,0.703958,0.229816,0.042944
6240,0.839669,0.896124,0.43087,0.719772,0.708262,0.231985,0.043786
6241,0.83691,0.907164,0.425261,0.693329,0.705623,0.234154,0.044627
6242,0.834136,0.898057,0.415706,0.739854,0.70438,0.236323,0.045469
6243,0.833755,0.890551,0.408551,0.751477,0.696195,0.238492,0.04631
6244,0.836109,0.911518,0.399056,0.760639,0.685641,0.240661,0.047152
6245,0.838462,0.91265,0.393234,0.717368,0.693298,0.24283,0.047993
6246,0.838462,0.896803,0.386284,0.730692,0.703501,0.244999,0.048835
6247,0.835772,0.913451,0.381047,0.760945,0.695972,0.247168,0.049677
6248,0.835005,0.919442,0.380812,0.728946,0.691176,0.247149,0.050518
6249,0.836434,0.906868,0.37929,0.729807,0.695362,0.244268,0.05136
6250,0.83645,0.91575,0.372851,0.714556,0.698177,0.241388,0.052201
6251,0.834854,0.916951,0.366193,0.721224,0.699056,0.238507,0.053043
6252,0.836355,0.899746,0.366887,0.755593,0.697045,0.235626,0.053884
6253,0.837005,0.897255,0.365365,0.717584,0.699772,0.232746,0.054726
6254,0.832634,0.917212,0.358373,0.727642,0.698024,0.229865,0.055567
6255,0.832657,0.912772,0.358928,0.75015,0.702,0.226984,0.056409
6256,0.8377,0.892449,0.362085,0.748257,0.706866,0.224103,0.057251
6257,0.842744,0.879371,0.356843,0.753654,0.70689,0.221223,0.058092
6258,0.845002,0.892084,0.347971,0.726644,0.699068,0.218342,0.058934
6259,0.844077,0.900164,0.341808,0.74905,0.690824,0.215461,0.059775
6260,0.842172,0.891056,0.339974,0.750513,0.696265,0.20503,0.066104
6261,0.836989,0.888862,0.349646,0.715917,0.699267,0.184724,0.07961
6262,0.829339,0.902602,0.359833,0.732744,0.701906,0.164418,0.093115
6263,0.825338,0.913764,0.365805,0.727744,0.700193,0.1736,0.094877
6264,0.825506,0.894487,0.355146,0.709573,0.70173,0.221343,0.081282
6265,0.825675,0.902393,0.328752,0.763746,0.706116,0.246214,0.067688
6266,0.826156,0.909707,0.317945,0.741918,0.705002,0.241175,0.054093
6267,0.826997,0.893564,0.31293,0.709748,0.699771,0.236136,0.040498
6268,0.825484,0.890952,0.303872,0.742564,0.69915,0.231097,0.036422
6269,0.824772,0.904343,0.307562,0.744072,0.696541,0.226058,0.044793
6270,0.82805,0.898196,0.311252,0.73914,0.701202,0.221019,0.053165
6271,0.825719,0.902027,0.313889,0.714998,0.700241,0.21598,0.061536
6272,0.821057,0.919946,0.314042,0.728118,0.690801,0.210942,0.069908
6273,0.82545,0.902654,0.320402,0.740965,0.68903,0.205903,0.074616
6274,0.829974,0.897151,0.318101,0.731883,0.69304,0.200864,0.074532
6275,0.82891,0.903281,0.315376,0.760367,0.693656,0.195825,0.074448
6276,0.827845,0.905823,0.317483,0.728844,0.69779,0.190786,0.074364
6277,0.825656,0.911849,0.317595,0.721745,0.695808,0.185747,0.07428
6278,0.822181,0.907791,0.323504,0.744095,0.694266,0.180708,0.074196
6279,0.818707,0.897151,0.323868,0.743811,0.701214,0.175669,0.074113
6280,0.817796,0.896437,0.323048,0.743778,0.699502,0.170631,0.074029
6281,0.816753,0.908941,0.318516,0.709136,0.694418,0.166933,0.073945
6282,0.813509,0.907391,0.315138,0.719398,0.696793,0.164991,0.073861
6283,0.811743,0.914949,0.303612,0.737926,0.697279,0.163049,0.073777
6284,0.813234,0.910299,0.301746,0.726717,0.695608,0.161106,0.073693
6285,0.820485,0.890377,0.30344,0.751295,0.700463,0.159164,0.073609
6286,0.824733,0.876968,0.296799,0.736702,0.70662,0.157222,0.073526
6287,0.827042,0.8913,0.297028,0.723219,0.697367,0.155279,0.073442
6288,0.831671,0.900059,0.305974,0.711767,0.69521,0.153337,0.073358
6289,0.830382,0.899258,0.310142,0.70502,0.691821,0.151395,0.073853
6290,0.825506,0.896385,0.319097,0.751704,0.683975,0.149452,0.075105
6291,0.81812,0.896925,0.322028,0.733379,0.690296,0.14751,0.076357
6292,0.815083,0.898701,0.326021,0.726451,0.691398,0.145567,0.077609
6293,0.820295,0.892832,0.321356,0.719636,0.694248,0.143625,0.078862
6294,0.825506,0.892327,0.316983,0.723752,0.695128,0.141683,0.080114
6295,0.829306,0.896925,0.317363,0.763094,0.69297,0.13974,0.081366
6296,0.831491,0.900791,0.31592,0.722017,0.697602,0.137798,0.082618
6297,0.833677,0.889071,0.324764,0.718207,0.703289,0.137454,0.08387
6298,0.832044,0.90504,0.332283,0.723333,0.692513,0.139199,0.085122
6299,0.826048,0.909411,0.338214,0.712458,0.689991,0.140944,0.086375
6300,0.820052,0.903246,0.339651,0.744084,0.695257,0.14269,0.087627
6301,0.817246,0.915663,0.335705,0.734853,0.696535,0.144435,0.088879
6302,0.820911,0.911866,0.332275,0.726088,0.697684,0.14618,0.090131
6303,0.82396,0.900251,0.329492,0.730613,0.697666,0.147926,0.091383
6304,0.826302,0.89029,0.327661,0.71281,0.702856,0.149671,0.092635
6305,0.826268,0.900442,0.325499,0.755332,0.704063,0.151416,0.093888
6306,0.823881,0.904326,0.33072,0.750071,0.704333,0.153161,0.09514
6307,0.830118,0.902584,0.33298,0.748699,0.701589,0.154907,0.096392
6308,0.839448,0.910613,0.324985,0.741237,0.696074,0.156652,0.097644
6309,0.844817,0.898179,0.324701,0.712005,0.696718,0.158397,0.098896
6310,0.842415,0.887312,0.334109,0.709193,0.697363,0.160143,0.100148
6311,0.836307,0.896089,0.338438,0.706925,0.694178,0.160961,0.101401
6312,0.830198,0.906851,0.339162,0.750728,0.690718,0.160567,0.102653
6313,0.82545,0.895862,0.342374,0.755276,0.698763,0.160173,0.103905
6314,0.822256,0.889053,0.342199,0.763394,0.698423,0.159779,0.099072
