,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime3,Sa,Goal
6887,28.0,10.0,-0.1,-0.09,-0.9,-8.0,13.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6888,45.0,17.0,0.14,0.03,-0.7,-8.0,-2.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
6889,-73.0,17.0,0.17,0.09,-0.4,-7.0,-8.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6890,-302.0,9.0,0.08,0.1,0.0,-7.0,-10.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6891,178.0,-5.0,-0.12,-0.08,-0.2,-7.0,9.0,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
6892,-83.0,4.0,-0.12,0.1,-0.8,-8.0,-9.0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6893,110.0,-1.0,0.21,-0.04,-0.5,-7.0,6.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
6894,-139.0,2.0,0.2,0.09,0.6,-6.0,-9.0,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6895,-155.0,2.0,0.2,0.09,0.6,-6.0,-9.0,-0.003,0.0,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,-0.0004,0.018
6896,-306.0,-14.0,-0.05,0.04,0.9,-6.0,-4.0,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6897,28.0,-33.0,-0.18,-0.08,0.3,-7.0,9.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
6898,31.0,-28.0,-0.1,0.03,-0.5,-7.0,-2.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.016
6899,82.0,-27.0,-0.04,-0.02,-0.6,-8.0,4.0,0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6900,116.0,-22.0,0.18,0.02,-0.5,-7.0,0.0,0.008,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,-0.0001,-0.0003,0.018
6901,-203.0,-24.0,-0.29,0.06,0.1,-7.0,-6.0,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,-0.0006,0.015
6902,15.0,-31.0,-0.21,-0.08,-0.8,-8.0,11.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.016
6903,277.0,-19.0,0.09,-0.04,-1.0,-8.0,5.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6904,303.0,-9.0,0.23,0.02,-0.7,-8.0,0.0,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
6905,292.0,-5.0,0.27,0.14,-0.5,-7.0,-6.0,0.003,-2.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6906,-31.0,3.0,0.04,0.12,0.2,-7.0,-13.0,-0.012,-0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0001,-0.0006,0.018
6907,-180.0,-2.0,0.09,0.08,0.3,-7.0,-9.0,0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.015
6908,-54.0,-8.0,0.18,-0.11,0.6,-6.0,10.0,0.003,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
6909,86.0,-6.0,0.0,-0.02,1.0,-6.0,2.0,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
6910,-43.0,-3.0,-0.19,0.04,0.4,-7.0,-4.0,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6911,8.0,-4.0,-0.2,-0.07,0.1,-7.0,12.0,0.0,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
6912,-24.0,-2.0,-0.18,0.05,-0.7,-8.0,-4.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6913,104.0,-2.0,0.07,-0.03,-0.9,-8.0,5.0,0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6914,89.0,7.0,0.25,0.03,-0.3,-7.0,-3.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.018
6915,-130.0,5.0,-0.05,0.05,0.5,-7.0,-5.0,-0.006,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,-0.0005,0.017
6916,-164.0,1.0,-0.26,0.03,0.3,-7.0,-2.0,-0.016,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.015
6917,-60.0,-4.0,-0.43,-0.07,-0.4,-7.0,14.0,-0.009,-1.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,-0.0006,0.017
6918,-35.0,-4.0,-0.44,-0.08,-0.5,-7.0,12.0,-0.008,-1.0,-0.0005,-0.0005,-0.0005,-0.0006,0.0001,0.0001,-0.0006,0.016
6919,158.0,1.0,-0.17,-0.04,-1.5,-8.0,6.0,0.011,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
6920,166.0,9.0,0.09,0.04,-1.6,-8.0,-2.0,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6921,-160.0,11.0,0.11,0.11,-1.1,-8.0,-11.0,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
6922,-227.0,7.0,0.1,-0.06,-1.0,-8.0,5.0,-0.002,1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6923,-62.0,-4.0,0.2,-0.03,-0.4,-7.0,4.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6924,9.0,-5.0,0.0,0.0,0.1,-7.0,1.0,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
6925,-199.0,-12.0,-0.28,0.06,-0.8,-8.0,-5.0,-0.004,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,-0.0006,0.016
6926,-224.0,-14.0,-0.28,-0.05,-0.9,-8.0,-4.0,0.006,0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.015
6927,222.0,-15.0,0.1,-0.08,-1.3,-8.0,11.0,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6928,274.0,-5.0,0.24,0.04,-0.9,-8.0,-2.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.018
6929,144.0,10.0,0.2,0.05,0.1,-7.0,-5.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
6930,-142.0,11.0,0.04,0.11,0.5,-7.0,-12.0,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
6931,-206.0,10.0,0.01,0.09,0.5,-6.0,-11.0,-0.002,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
6932,-273.0,6.0,0.04,-0.02,0.5,-6.0,-2.0,0.004,1.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
6933,-272.0,5.0,0.05,0.02,0.5,-6.0,1.0,0.004,0.4,-0.0005,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0003,0.016
6934,-182.0,-9.0,-0.32,-0.04,0.2,-7.0,5.0,-0.015,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,-0.0007,0.017
6935,-98.0,-14.0,-0.34,-0.02,-0.7,-8.0,3.0,0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.014
6936,83.0,-15.0,-0.2,-0.12,-1.1,-8.0,19.0,0.011,-1.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
6937,211.0,-12.0,-0.1,0.14,-1.3,-8.0,1.0,0.01,-4.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
6938,125.0,-8.0,0.02,0.1,-1.3,-8.0,-10.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6939,-328.0,-16.0,0.12,0.11,-0.9,-8.0,-11.0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
6940,-227.0,-38.0,0.36,-0.05,0.1,-7.0,6.0,0.006,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0003,0.017
6941,-187.0,-41.0,0.35,0.03,0.4,-7.0,3.0,-0.01,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.015
6942,-106.0,-44.0,0.27,-0.14,0.7,-6.0,18.0,-0.007,0.9,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,-0.0005,0.016
6943,237.0,-38.0,-0.33,-0.01,0.0,-7.0,6.0,0.009,-1.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
6944,262.0,-31.0,-0.14,0.01,-0.5,-7.0,0.0,0.011,0.3,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.018
6945,-54.0,-20.0,0.22,0.11,-0.1,-7.0,-11.0,-0.001,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.015
6946,123.0,-22.0,0.21,-0.08,0.7,-6.0,9.0,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
6947,-34.0,-16.0,-0.09,0.14,1.0,-6.0,-14.0,-0.014,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,-0.0006,0.017
6948,-126.0,-22.0,-0.33,0.0,0.4,-7.0,1.0,-0.007,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
6949,-123.0,-22.0,-0.34,0.01,0.3,-7.0,1.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,-0.0005,0.017
6950,-161.0,-29.0,-0.14,0.03,-0.6,-7.0,-2.0,0.01,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.015
6951,-160.0,-31.0,-0.06,-0.15,-0.7,-8.0,4.0,0.01,2.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.016
6952,16.0,-33.0,0.23,-0.08,-0.5,-7.0,9.0,0.017,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.017
6953,24.0,-27.0,-0.43,0.03,-0.8,-8.0,-2.0,-0.008,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.018
6954,23.0,-27.0,-0.45,0.03,-0.9,-8.0,-2.0,-0.008,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.017
6955,335.0,-6.0,-0.24,0.2,-0.5,-16.0,-6.0,0.003,0.2,-0.0015,-0.0015,-0.0015,-0.0016,0.0,0.0001,-0.0016,0.044
6956,-223.0,1.0,0.22,0.35,-0.7,-17.0,-18.0,0.013,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.039
6957,-393.0,-6.0,0.36,0.02,-0.3,-16.0,-6.0,0.011,2.8,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.038
6958,-366.0,-18.0,0.47,0.15,0.5,-15.0,1.0,-0.003,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,-0.0015,0.037
6959,-330.0,-30.0,0.31,0.1,1.3,-15.0,2.0,-0.012,-0.5,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,-0.0017,0.034
6960,-280.0,-36.0,0.21,-0.14,1.6,-14.0,12.0,-0.007,1.9,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,-0.0016,0.035
6961,85.0,-41.0,0.07,0.05,2.4,-14.0,4.0,-0.004,-0.2,-0.0015,-0.0014,-0.0014,-0.0014,-0.0002,0.0,-0.0014,0.037
6962,53.0,-38.0,-0.13,0.13,2.3,-14.0,-5.0,-0.011,0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,-0.0016,0.034
6963,27.0,-38.0,-0.23,-0.06,2.1,-14.0,2.0,-0.013,2.0,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,-0.0017,0.033
6964,219.0,-34.0,-0.44,0.01,1.4,-15.0,9.0,-0.009,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,-0.0017,0.034
6965,378.0,-21.0,-0.35,0.07,0.4,-16.0,6.0,0.008,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.035
6966,420.0,-15.0,-0.27,0.19,0.1,-16.0,1.0,0.008,-1.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.038
6967,61.0,3.0,0.08,0.28,-0.4,-16.0,-14.0,0.009,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.033
6968,8.0,2.0,0.37,0.12,0.7,-15.0,1.0,0.004,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.034
6969,-172.0,-3.0,-0.14,0.18,1.6,-14.0,-9.0,-0.021,-0.1,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,-0.0018,0.032
6970,-226.0,-6.0,-0.29,0.01,1.4,-15.0,-5.0,-0.018,1.5,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,-0.0018,0.031
6971,-131.0,-12.0,-0.38,0.05,0.7,-15.0,6.0,0.001,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.028
6972,123.0,-13.0,-0.33,-0.02,-0.1,-16.0,15.0,0.004,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.029
6973,299.0,-8.0,-0.24,0.03,-0.5,-16.0,9.0,0.007,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.032
6974,347.0,11.0,-0.05,0.17,-0.9,-17.0,-3.0,0.006,-0.4,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.033
6975,12.0,26.0,0.26,0.24,-0.4,-16.0,-11.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.034
6976,-8.0,26.0,0.27,0.24,-0.3,-16.0,-11.0,0.004,-0.2,-0.0014,-0.0012,-0.0012,-0.0012,-0.0003,0.0,-0.0012,0.033
6977,-341.0,15.0,-0.1,0.22,0.1,-16.0,-10.0,-0.011,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,-0.0016,0.031
6978,-395.0,11.0,-0.15,0.14,0.1,-16.0,-10.0,-0.006,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,-0.0015,0.03
6979,-380.0,-5.0,-0.24,0.11,-0.5,-16.0,2.0,-0.004,0.0,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,-0.0014,0.029
6980,-348.0,-12.0,-0.2,0.1,-0.7,-17.0,4.0,0.005,0.0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,-0.0013,0.028
6981,114.0,-24.0,0.28,0.06,-0.4,-16.0,6.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.03
6982,13.0,-15.0,0.01,0.16,0.7,-15.0,-5.0,-0.007,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.029
6983,-23.0,-15.0,-0.02,0.14,0.7,-15.0,-5.0,0.002,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.03
6984,-30.0,-15.0,-0.02,0.14,0.7,-15.0,-5.0,0.002,0.3,-0.0014,-0.0012,-0.0012,-0.0012,-0.0004,0.0,-0.0012,0.029
6985,-71.0,-17.0,-0.29,0.13,0.3,-16.0,-2.0,-0.012,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,-0.0015,0.028
6986,-74.0,-18.0,-0.31,0.13,0.3,-16.0,-2.0,-0.012,0.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0.0,-0.0015,0.029
6987,-108.0,-20.0,-0.29,0.18,-0.3,-16.0,-6.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.028
6988,-49.0,-30.0,0.36,0.12,-0.4,-16.0,1.0,0.012,-0.2,-0.0011,-0.0009,-0.0009,-0.0009,-0.0002,0.0,-0.0009,0.029
6989,-166.0,-33.0,0.39,0.2,0.5,-15.0,-8.0,-0.003,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.027
6990,-215.0,-38.0,0.36,0.05,1.0,-15.0,6.0,-0.003,0.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.026
6991,224.0,-34.0,-0.29,0.07,1.3,-15.0,3.0,-0.005,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.027
6992,226.0,-23.0,-0.17,0.12,0.7,-15.0,-2.0,0.007,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.029
6993,9.0,-18.0,-0.03,0.25,0.5,-16.0,-13.0,0.006,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.026
6994,-116.0,-21.0,0.17,0.13,0.6,-15.0,-4.0,0.009,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.027
6995,-297.0,-31.0,-0.22,0.19,0.7,-15.0,-9.0,-0.019,-0.2,-0.0014,-0.0015,-0.0015,-0.0015,0.0001,0.0,-0.0015,0.026
6996,-356.0,-40.0,-0.41,0.15,0.2,-16.0,-1.0,-0.011,-0.6,-0.0012,-0.0014,-0.0014,-0.0014,0.0002,0.0,-0.0014,0.027
6997,-397.0,-49.0,-0.39,0.17,-0.5,-16.0,-7.0,0.004,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.025
6998,-364.0,-67.0,-0.06,0.1,-1.2,-17.0,4.0,0.015,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.024
6999,37.0,-83.0,0.59,0.05,0.7,-15.0,6.0,0.005,-0.2,-0.0011,-0.001,-0.001,-0.0009,-0.0003,-0.0002,-0.0009,0.025
7000,63.0,-80.0,0.23,0.1,1.5,-14.0,-1.0,-0.024,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,-0.0015,0.024
7001,178.0,-75.0,-0.3,0.05,1.4,-15.0,5.0,-0.016,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.027
7002,-9.0,-69.0,-0.39,0.2,0.3,-16.0,-11.0,0.008,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.026
7003,-126.0,-70.0,-0.24,0.2,-0.3,-16.0,-9.0,0.011,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.024
7004,-185.0,-72.0,-0.14,0.01,-0.4,-16.0,-6.0,0.016,2.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.021
7005,375.0,-68.0,0.56,-0.04,0.6,-15.0,14.0,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.024
7006,486.0,-56.0,0.64,0.11,1.6,-14.0,-4.0,-0.008,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.025
7007,348.0,-34.0,0.09,0.14,2.8,-13.0,-7.0,-0.02,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.026
7008,77.0,-25.0,-0.45,0.22,2.4,-14.0,-14.0,-0.022,-0.3,-0.0012,-0.0013,-0.0013,-0.0014,0.0001,0.0001,-0.0014,0.027
7009,-90.0,-25.0,-0.52,0.26,1.8,-14.0,-18.0,-0.002,-0.6,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.024
7010,-316.0,-49.0,-0.15,0.14,-0.5,-16.0,-2.0,0.011,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.022
7011,298.0,-43.0,-0.2,0.08,0.5,-16.0,3.0,-0.012,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.024
7012,-57.0,-26.0,0.08,0.18,-0.3,-16.0,-8.0,0.005,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.022
7013,-71.0,-28.0,0.18,0.05,-0.1,-16.0,9.0,0.009,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.023
7014,-136.0,-32.0,0.07,0.14,0.5,-16.0,-5.0,-0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.022
7015,185.0,-41.0,0.47,0.09,-0.3,-16.0,2.0,0.006,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.023
7016,47.0,-34.0,0.32,0.18,1.0,-15.0,-9.0,-0.01,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.022
7017,-103.0,-37.0,-0.15,0.13,1.5,-15.0,-6.0,-0.018,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.021
7018,-107.0,-41.0,-0.41,0.07,0.9,-15.0,2.0,-0.009,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.022
7019,-108.0,-44.0,-0.4,0.11,0.1,-16.0,0.0,0.006,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0001,-0.0009,0.02
7020,215.0,-41.0,0.38,0.05,0.1,-16.0,7.0,0.013,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.023
7021,171.0,-34.0,0.5,0.14,0.9,-15.0,-8.0,0.004,0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.021
7022,54.0,-24.0,-0.49,0.09,1.3,-15.0,-2.0,-0.011,0.3,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,-0.0012,0.023
7023,-83.0,-24.0,-0.46,0.19,0.3,-16.0,-9.0,0.004,0.2,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0001,-0.001,0.024
7024,-156.0,-25.0,-0.37,0.28,-0.1,-16.0,-12.0,0.015,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.021
7025,-237.0,-33.0,0.0,0.12,-0.5,-16.0,-2.0,0.019,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.022
7026,-310.0,-45.0,0.16,0.15,-0.2,-16.0,-5.0,0.003,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.021
7027,-292.0,-63.0,0.12,0.1,0.5,-16.0,0.0,-0.007,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.02
7028,-91.0,-77.0,-0.29,0.07,0.3,-16.0,4.0,-0.013,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.021
7029,-60.0,-79.0,-0.33,0.1,-0.4,-16.0,1.0,0.002,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.02
7030,-8.0,-80.0,-0.25,0.03,-0.7,-17.0,10.0,0.007,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.021
7031,12.0,-80.0,-0.24,0.06,-0.8,-17.0,10.0,0.007,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,-0.0001,0.0,-0.0009,0.02
7032,221.0,-69.0,0.52,0.08,0.1,-16.0,3.0,0.011,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.021
7033,183.0,-59.0,0.27,0.13,1.3,-15.0,-6.0,-0.021,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.019
7034,288.0,-50.0,-0.27,0.04,1.4,-15.0,6.0,-0.022,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.021
7035,280.0,-34.0,-0.35,0.12,0.2,-16.0,-2.0,0.004,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,-0.0009,0.022
7036,134.0,-23.0,-0.14,0.18,-0.6,-17.0,-8.0,0.008,-0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,-0.0009,0.021
7037,74.0,-21.0,-0.11,0.15,-0.8,-17.0,-2.0,0.001,-0.6,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.019
7038,303.0,-10.0,0.53,0.05,0.1,-16.0,7.0,0.014,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.02
7039,394.0,4.0,0.55,0.1,1.4,-15.0,2.0,-0.01,-0.7,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.018
7040,398.0,8.0,0.5,-0.08,1.7,-14.0,1.0,-0.009,1.0,-0.001,-0.001,-0.001,-0.001,0.0,-0.0002,-0.001,0.021
7041,330.0,23.0,-0.05,0.18,2.2,-14.0,-9.0,-0.029,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.023
7042,245.0,27.0,-0.27,0.28,2.1,-14.0,-15.0,-0.028,-1.7,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.024
7043,-82.0,29.0,-0.67,0.28,1.4,-15.0,-24.0,-0.023,0.5,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.023
7044,-211.0,28.0,-0.78,0.28,0.9,-15.0,-22.0,-0.011,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.021
7045,-441.0,12.0,-0.8,0.16,-1.3,-17.0,-5.0,0.004,0.4,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0.0001,-0.0011,0.02
7046,-457.0,8.0,-0.7,0.12,-1.7,-18.0,-2.0,0.02,0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.019
7047,-397.0,-4.0,-0.36,0.08,-2.5,-18.0,10.0,0.027,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.018
